linked_public_doc,internal_date,public_date,gap_days,internal_event_type,internal_aspect,final_internal_sentiment,final_public_sentiment,finbert_score,sentiment_gap_score,narrative_gap_flag,risk_score,public_headline,internal_text,advisory_output
news_039926,2019-03-23 00:00:00,2019-03-28 00:00:00,5,REGULATORY,regulatory,negative,negative,0.8897930979728699,0,0,12,Nestle to face lawsuit saying Poland Spring water not from a spring: U.S. judge,"Based on internal discussion, Team appears cautious about the investigation risk here. Could be important.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 5 day(s) earlier than external coverage."
news_039334,2019-04-07 00:00:00,2019-04-12 00:00:00,5,M&A,strategic_event,positive,positive,0.8781531453132629,0,0,12,Merck KGaA clinches $6.5 billion Versum takeover in bet on electrochemicals,The current internal view is that Internal discussion suggests the merger is progressing well. Could be important.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_038954,2019-04-18 00:00:00,2019-04-23 00:00:00,5,REGULATORY,regulatory,negative,negative,0.9523215293884277,0,0,12,"GE's WMC Mortgage unit, felled by financial crisis, files Chapter 11 bankruptcy",Internal sentiment indicates that Discussion suggests the regulatory angle may become more serious. Keep an eye on this.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 5 day(s) earlier than external coverage."
news_038746,2019-04-21 00:00:00,2019-04-26 00:00:00,5,EARNINGS,valuation,positive,positive,0.9298151135444641,0,0,12,"S&P, Nasdaq notch record closes from GDP, earnings boost",Team appears confident the results will come in well. Could be important.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_029139,2020-01-16 00:00:00,2020-01-21 00:00:00,5,EARNINGS,valuation,positive,positive,0.9521947503089905,0,0,12,IBM forecasts full-year profit above estimates on cloud growth,Internal sentiment indicates that Team appears confident the results will come in well.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_027893,2020-02-13 00:00:00,2020-02-18 00:00:00,5,REGULATORY,regulatory,negative,negative,0.7212780714035034,0,0,12,Huawei accuses U.S. of overlooking HSBC misconduct to go after Chinese firm,Team comments suggest that Internal tone points to elevated compliance sensitivity. This may matter soon.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 5 day(s) earlier than external coverage."
news_005383,2020-03-12 00:00:00,2020-03-17 00:00:00,5,REGULATORY,regulatory,negative,negative,0.9441172480583191,0,0,12,Metro Bank hit with fresh lawsuit by Iranian customers,The current internal view is that There is concern internally that this could draw more scrutiny. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 5 day(s) earlier than external coverage."
news_024587,2020-04-15 00:00:00,2020-04-20 00:00:00,5,REGULATORY,regulatory,negative,negative,0.8173274397850037,0,0,12,U.S. Supreme Court sides with BP unit to curtail Superfund site cleanup lawsuits,There seems to be concern that this issue may escalate. Could be important.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 5 day(s) earlier than external coverage."
news_023634,2020-05-06 00:00:00,2020-05-11 00:00:00,5,EARNINGS,revenue_growth,positive,positive,0.9334681630134583,0,0,12,"Toshiba sees FY2019 profit roughly in line with forecast, limited virus impact",Internal sentiment indicates that Internal tone suggests confidence around the next results cycle.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_002914,2020-07-08 00:00:00,2020-07-13 00:00:00,5,REGULATORY,regulatory,negative,negative,0.9077837467193604,0,0,12,Gold trade body urged to suspend refinery over alleged abuses in Tanzania,The current internal view is that Internal tone points to elevated compliance sensitivity. This may matter soon.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 5 day(s) earlier than external coverage."
news_014841,2018-10-06 00:00:00,2018-10-11 00:00:00,5,PARTNERSHIP,strategic_event,positive,positive,0.8964136242866516,0,0,10,"Brexit deal within reach if May agrees on customs union, says Barnier",The internal view seems more positive than the public framing.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_043122,2019-01-05 00:00:00,2019-01-10 00:00:00,5,PARTNERSHIP,valuation,positive,positive,0.8925041556358337,0,0,10,"Stocks boosted by U.S.-China trade hope, oil prices soar",Team comments suggest that Team appears optimistic about the contract impact. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_042758,2019-01-13 00:00:00,2019-01-18 00:00:00,5,PARTNERSHIP,strategic_event,positive,positive,0.8601294159889221,0,0,10,White House adviser Kudlow says making progress on China trade talks,Team comments suggest that Internal tone is more confident around the agreement. Worth monitoring.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_040424,2019-03-12 00:00:00,2019-03-17 00:00:00,5,PARTNERSHIP,timing,positive,positive,0.7481082677841187,0,0,10,Novatek close to deal with Saudi Aramco on Arctic LNG 2 project: CEO,Team comments suggest that Internal tone is more confident around the agreement. Keep an eye on this.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_038425,2019-05-02 00:00:00,2019-05-07 00:00:00,5,PARTNERSHIP,timing,positive,positive,0.8330220580101013,0,0,10,"EU's Juncker say he trusts Trump on trade, needs quick U.S.-China deal",Team comments suggest that Discussion suggests the partnership could be more meaningful than reported. Worth monitoring.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_035512,2019-07-25 00:00:00,2019-07-30 00:00:00,5,PARTNERSHIP,strategic_event,positive,positive,0.9329013824462891,0,0,10,Enterprise Products in deal with Chevron to develop crude oil port,The current internal view is that The internal view seems more positive than the public framing. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_030187,2019-12-08 00:00:00,2019-12-13 00:00:00,5,PARTNERSHIP,strategic_event,positive,positive,0.8827963471412659,0,0,10,"China to buy additional $32 billion in U.S. farm goods over two years, sign deal in January: USTR",The current internal view is that There seems to be stronger belief in the strategic value of this deal. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_050443,2018-05-25 00:00:00,2018-05-29 00:00:00,4,REGULATORY,regulatory,negative,negative,0.7056747674942017,0,0,10,"San Francisco subpoenas Uber, Lyft on driver classification","Based on internal discussion, Team appears cautious about the investigation risk here. Keep an eye on this.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_042656,2019-01-18 00:00:00,2019-01-22 00:00:00,4,M&A,strategic_event,positive,positive,0.807460606098175,0,0,10,Saudi Aramco eyes multi-billion-dollar U.S. gas acquisitions: CEO,There seems to be growing confidence around the deal. Worth monitoring.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_041477,2019-02-17 00:00:00,2019-02-21 00:00:00,4,REGULATORY,regulatory,negative,negative,0.8783400654792786,0,0,10,Swedish and Estonian watchdogs open joint Swedbank probe,Internal tone points to elevated compliance sensitivity. Could be important.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_041124,2019-02-25 00:00:00,2019-03-01 00:00:00,4,M&A,strategic_event,positive,positive,0.8205031752586365,0,0,10,Norway's Aker BP switching gears from M&A to exploration,Team comments suggest that There seems to be growing confidence around the deal. Flag for review.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_032130,2019-10-25 00:00:00,2019-10-29 00:00:00,4,EARNINGS,timing,positive,positive,0.9460370540618896,0,0,10,ConocoPhillips profit beats estimates on higher production,Team appears confident the results will come in well. Could be important.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_029471,2020-01-06 00:00:00,2020-01-10 00:00:00,4,REGULATORY,regulatory,negative,negative,0.905775785446167,0,0,10,"U.S. to probe Fitbit, Garmin, other wearable devices after Philips complains",Internal sentiment indicates that Discussion suggests the regulatory angle may become more serious. Worth monitoring.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_028675,2020-01-27 00:00:00,2020-01-31 00:00:00,4,REGULATORY,regulatory,negative,negative,0.8584500551223755,0,0,10,Westpac hit with class-action suit in U.S. linked to money-laundering case,There seems to be concern that this issue may escalate. Could be important.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_024981,2020-04-09 00:00:00,2020-04-13 00:00:00,4,REGULATORY,timing,negative,negative,0.9020881652832031,0,0,10,"U.S. GDP will contract 30% in second quarter, 5% in 2020: PIMCO",Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. Keep an eye on this.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_018510,2018-03-25 00:00:00,2018-03-29 00:00:00,4,PARTNERSHIP,strategic_event,positive,positive,0.6141160726547241,0,0,8,Amazon snaps up Bake Off sponsorship in biggest UK TV deal,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.",Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_048671,2018-07-13 00:00:00,2018-07-17 00:00:00,4,PARTNERSHIP,strategic_event,positive,positive,0.8868886828422546,0,0,8,Start-up backed by JetBlue founder commits to 60 Airbus A220 jets,The current internal view is that Team appears optimistic about the contract impact. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_039099,2019-04-14 00:00:00,2019-04-18 00:00:00,4,PARTNERSHIP,strategic_event,positive,positive,0.9183358550071716,0,0,8,Sino-U.S. trade deal negotiation makes new progress: China's commerce ministry,Discussion suggests the partnership could be more meaningful than reported.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_039047,2019-04-15 00:00:00,2019-04-19 00:00:00,4,PARTNERSHIP,strategic_event,positive,positive,0.7122070789337158,0,0,8,Foxconn says it remains committed to Wisconsin investment project,The current internal view is that Internal tone is more confident around the agreement. Could be important.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_031405,2019-11-08 00:00:00,2019-11-12 00:00:00,4,PARTNERSHIP,valuation,positive,positive,0.9198176264762878,0,0,8,S&P 500 ekes out gain after Trump trade remarks,The current internal view is that Team appears optimistic about the contract impact. This may matter soon.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_030168,2019-12-10 00:00:00,2019-12-14 00:00:00,4,PARTNERSHIP,strategic_event,positive,positive,0.9088582396507263,0,0,8,Take Five: What's the deal?,Internal sentiment indicates that Team appears optimistic about the contract impact. Flag for review.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_051510,2018-04-25 00:00:00,2018-04-28 00:00:00,3,REGULATORY,regulatory,negative,negative,0.8945800065994263,0,0,8,Ex-Wynn Resorts CEO files defamation lawsuit against former employee - WSJ,"From the tone of recent messages, There is concern internally that this could draw more scrutiny. Could be important.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_013291,2018-12-29 00:00:00,2019-01-01 00:00:00,3,REGULATORY,regulatory,negative,negative,0.8057066798210144,0,0,8,Ex-employee describes 'cut-throat' culture at firm that fines sick staff,Internal sentiment indicates that Discussion suggests the regulatory angle may become more serious. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_043147,2019-01-06 00:00:00,2019-01-09 00:00:00,3,EARNINGS,valuation,positive,positive,0.9549749493598938,0,0,8,"Lennar sees housing demand rebounding, shares up nearly 10 percent","Based on internal discussion, Internal tone suggests confidence around the next results cycle. This may matter soon.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 3 day(s) earlier than external reporting.
news_039314,2019-04-09 00:00:00,2019-04-12 00:00:00,3,EARNINGS,valuation,positive,positive,0.9244403839111328,0,0,8,"China data, JPMorgan results lift stocks, riskier assets","From the tone of recent messages, Discussion points to a stronger earnings outcome than expected.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 3 day(s) earlier than external reporting.
news_035986,2019-07-12 00:00:00,2019-07-15 00:00:00,3,REGULATORY,regulatory,negative,negative,0.8554349541664124,0,0,8,"Opioid 'kingpin' J&J fueled epidemic, Oklahoma argues at trial's end",Team comments suggest that There seems to be concern that this issue may escalate. Worth monitoring.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_035121,2019-08-06 00:00:00,2019-08-09 00:00:00,3,REGULATORY,regulatory,negative,negative,0.9440199732780457,0,0,8,Malaysia files criminal charges against 17 Goldman Sachs executives,Team appears cautious about the investigation risk here. Worth monitoring.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_029133,2020-01-18 00:00:00,2020-01-21 00:00:00,3,REGULATORY,regulatory,negative,negative,0.9280257821083069,0,0,8,Judge dismisses defunct startup Sidecar's 2018 lawsuit against Uber,Internal tone points to elevated compliance sensitivity.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_024514,2020-04-18 00:00:00,2020-04-21 00:00:00,3,REGULATORY,regulatory,negative,negative,0.5056638717651367,0,0,8,Corporate America seeks legal protection for when coronavirus lockdowns lift,"Based on internal discussion, There seems to be concern that this issue may escalate.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_022657,2020-05-31 00:00:00,2020-06-03 00:00:00,3,REGULATORY,regulatory,negative,negative,0.9161543846130371,0,0,8,U.S. services sector off 11-year trough; still contracting,There seems to be concern that this issue may escalate. Keep an eye on this.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_045640,2018-10-23 00:00:00,2018-10-23 00:00:00,0,M&A,strategic_event,positive,negative,0.6414663195610046,2,0,8,Saudi Aramco CEO says bankers have not raised concerns about funding costs on SABIC deal,The current internal view is that There seems to be growing confidence around the deal.,No significant narrative gap detected.
news_042014,2019-02-07 00:00:00,2019-02-07 00:00:00,0,EARNINGS,valuation,negative,positive,0.9384565949440002,-2,0,8,"Thomas Cook might sell airline to raise cash, shares climb",Expectations internally seem stronger than public coverage suggests.,No significant narrative gap detected.
news_047042,2018-09-07 00:00:00,2018-09-10 00:00:00,3,IPO,valuation,positive,positive,0.8840495347976685,0,0,6,Aston Martin adds FTSE experience to its board ahead of IPO,Internal sentiment indicates that Team appears more positive on the listing than public commentary suggests. Worth monitoring.,Internal communications reference IPO activity prior to public confirmation. The internal narrative appears 3 day(s) earlier than external reporting.
news_044438,2018-11-25 00:00:00,2018-11-28 00:00:00,3,PARTNERSHIP,timing,positive,positive,0.7714897394180298,0,0,6,Saudi Arabia inks deal for Lockheed's missile defense system,Team appears optimistic about the contract impact. Keep an eye on this.,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 3 day(s) earlier than external reporting.
news_052935,2018-03-21 00:00:00,2018-03-23 00:00:00,2,REGULATORY,regulatory,negative,negative,0.9226800799369812,0,0,6,Boeing loses case against Denmark over fighter jet deal,"From the tone of recent messages, There is concern internally that this could draw more scrutiny. Could be important.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_050104,2018-06-04 00:00:00,2018-06-06 00:00:00,2,EARNINGS,revenue_growth,positive,positive,0.9467012286186218,0,0,6,Online shopping boom keeps hopes high for air freight profits,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. Worth monitoring.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_047256,2018-08-30 00:00:00,2018-09-01 00:00:00,2,EARNINGS,revenue_growth,positive,positive,0.952563464641571,0,0,6,Novartis to streamline production in response to lower U.S. prices: NZZ am Sonntag,The current internal view is that There seems to be positive momentum around performance expectations. Keep an eye on this.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_045561,2018-10-22 00:00:00,2018-10-24 00:00:00,2,EARNINGS,timing,positive,positive,0.9371194839477539,0,0,6,Microsoft sales and profit beat estimates on cloud growth,"Based on internal discussion, Team appears confident the results will come in well.",Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_044632,2018-11-20 00:00:00,2018-11-22 00:00:00,2,REGULATORY,regulatory,negative,negative,0.9241757988929749,0,0,6,"Abu Dhabi's IPIC files lawsuit against Goldman Sachs, others over 1MDB case",Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. This may matter soon.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_044024,2018-12-05 00:00:00,2018-12-07 00:00:00,2,REGULATORY,regulatory,negative,negative,0.9160317182540894,0,0,6,Nissan blamed Ghosn probe for CEO no-show in Amsterdam: sources,"From the tone of recent messages, Internal tone points to elevated compliance sensitivity.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_043698,2018-12-15 00:00:00,2018-12-17 00:00:00,2,M&A,regulatory,positive,positive,0.9451539516448975,0,0,6,"T-Mobile, Sprint win U.S. security approvals for merger",The current internal view is that Internal discussion suggests the merger is progressing well. Flag for review.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_011716,2019-03-27 00:00:00,2019-03-29 00:00:00,2,REGULATORY,regulatory,negative,negative,0.7882053852081299,0,0,6,Nestlé to face lawsuit saying Poland Spring water not from a spring,"From the tone of recent messages, Team appears cautious about the investigation risk here. Keep an eye on this.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_009410,2019-08-07 00:00:00,2019-08-09 00:00:00,2,FORECAST,valuation,positive,positive,0.92920982837677,0,0,6,WPP shares bounce back as company beats City forecasts,Internal sentiment appears more confident than public forecasts. Keep an eye on this.,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_031297,2019-11-12 00:00:00,2019-11-14 00:00:00,2,EARNINGS,valuation,positive,positive,0.8567681908607483,0,0,6,Tesla's difficult path to profit in six charts,Internal sentiment indicates that There seems to be positive momentum around performance expectations. This may matter soon.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_007055,2019-12-15 00:00:00,2019-12-17 00:00:00,2,REGULATORY,regulatory,negative,negative,0.8494582176208496,0,0,6,Westpac scandal: Apra launches full investigation into bank over child exploitation allegations,The current internal view is that There is concern internally that this could draw more scrutiny. This may matter soon.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_049447,2018-06-22 00:00:00,2018-06-22 00:00:00,0,REGULATORY,regulatory,negative,neutral,0.6152025461196899,-1,0,6,"British lawmakers call for probe of Lloyds, KPMG over HBOS fraud",Team appears cautious about the investigation risk here. Flag for review.,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 0 day(s) earlier than external coverage."
news_042248,2019-01-31 00:00:00,2019-01-31 00:00:00,0,EARNINGS,valuation,positive,neutral,0.8872919678688049,1,0,6,"Unilever preps for no-sweat Brexit with Magnum ice creams, deodorants","From the tone of recent messages, There seems to be positive momentum around performance expectations. This may matter soon.",No significant narrative gap detected.
news_004822,2020-04-11 00:00:00,2020-04-11 00:00:00,0,REGULATORY,regulatory,negative,neutral,0.8288134336471558,-1,0,6,"Nils Pratley on finance The Treasury is asking for a big overdraft. Fine, as long as it's short-term","Based on internal discussion, There seems to be concern that this issue may escalate. Flag for review.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 0 day(s) earlier than external coverage."
news_020768,2020-07-15 00:00:00,2020-07-15 00:00:00,0,REGULATORY,valuation,negative,neutral,0.9115555286407471,-1,0,6,German's watchdog widens probe of possible Wirecard insider trading,"From the tone of recent messages, Team appears cautious about the investigation risk here. Could be important.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 0 day(s) earlier than external coverage."
news_018174,2018-04-17 00:00:00,2018-04-18 00:00:00,1,M&A,general,neutral,neutral,0.7101465463638306,0,0,5,Hammerson abandons planned £3.4bn buyout of rival Intu,Internal sentiment indicates that Looks like this deal is likely to move ahead. Could be important.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_051714,2018-04-23 00:00:00,2018-04-24 00:00:00,1,EARNINGS,timing,neutral,neutral,0.9326930046081543,0,0,5,Deutsche Bank may reveal investment bank revamp on Thursday: source,Team comments suggest that There seems to be positive momentum around performance expectations. This may matter soon.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_050683,2018-05-20 00:00:00,2018-05-21 00:00:00,1,M&A,timing,neutral,neutral,0.5416346788406372,0,0,5,Exclusive: Ousted MGM CEO explores bid for the U.S. movie studio - sources,The current internal view is that Team seems confident the acquisition will go through. Flag for review.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_016150,2018-08-01 00:00:00,2018-08-02 00:00:00,1,FORECAST,valuation,neutral,neutral,0.8319016098976135,0,0,5,Can Apple pip others to be first with trillion dollar valuation?,Internal sentiment appears more confident than public forecasts. Flag for review.,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_043250,2019-01-05 00:00:00,2019-01-06 00:00:00,1,M&A,general,neutral,neutral,0.8923162817955017,0,0,5,"Starboard buys stake in Dollar Tree, seeks sale of Family Dollar: WSJ","From the tone of recent messages, Looks like this deal is likely to move ahead. This may matter soon.",Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_011771,2019-03-25 00:00:00,2019-03-26 00:00:00,1,EARNINGS,revenue_growth,neutral,neutral,0.3981916010379791,0,0,5,Fever-Tree profits fizz as Britain's thirst for gin continues,The current internal view is that Discussion points to a stronger earnings outcome than expected.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_035827,2019-07-18 00:00:00,2019-07-19 00:00:00,1,EARNINGS,general,neutral,neutral,0.942390501499176,0,0,5,Exclusive: WeWork to host Wall Street analyst day in IPO push - sources,Discussion points to a stronger earnings outcome than expected. Flag for review.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_000813,2019-10-20 19:07:00,2019-10-21 19:07:00,1,EARNINGS,valuation,neutral,neutral,0.930202066898346,0,0,5,Cramer's lightning round: The secret to buying Merck around earnings,Internal sentiment indicates that Internal tone suggests confidence around the next results cycle. This may matter soon.,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_030865,2019-11-24 00:00:00,2019-11-25 00:00:00,1,M&A,general,neutral,neutral,0.9020456671714783,0,0,5,AIG to sell 76.6% stake in Fortitude Re for $1.8 billion,Internal discussion suggests the merger is progressing well. Worth monitoring.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_027838,2020-02-18 00:00:00,2020-02-19 00:00:00,1,M&A,general,neutral,neutral,0.891278088092804,0,0,5,"Forever 21 snapped up by mall owners, Authentic Brands",Team comments suggest that Internal discussion suggests the merger is progressing well. Flag for review.,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_020664,2020-07-15 00:00:00,2020-07-16 00:00:00,1,REGULATORY,regulatory,neutral,neutral,0.8013625741004944,0,0,5,"U.S. Senator Warner asks for probe of hacks, better monitoring of high-risk accounts","From the tone of recent messages, Internal tone points to elevated compliance sensitivity. Flag for review.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 1 day(s) earlier than external coverage."
news_002563,2018-03-07 19:38:00,2018-03-07 19:38:00,0,M&A,revenue_growth,neutral,negative,0.6663380861282349,1,0,5,Cramer recommends Nordstrom after bullish post-earnings bounce,"Based on internal discussion, There seems to be growing confidence around the deal. Keep an eye on this.",No significant narrative gap detected.
news_050612,2018-05-23 00:00:00,2018-05-23 00:00:00,0,EARNINGS,valuation,neutral,negative,0.9758927226066589,1,0,5,"Target's profit miss overshadows sales growth, shares tumble",Internal sentiment indicates that Internal tone suggests confidence around the next results cycle. Could be important.,No significant narrative gap detected.
news_015696,2018-08-28 00:00:00,2018-08-28 00:00:00,0,EARNINGS,revenue_growth,neutral,negative,0.9658912420272827,1,0,5,'They're liquidating us': AT&T continues layoffs and outsourcing despite profits,"From the tone of recent messages, Team appears confident the results will come in well. This may matter soon.",No significant narrative gap detected.
news_046496,2018-09-26 00:00:00,2018-09-26 00:00:00,0,EARNINGS,revenue_growth,neutral,negative,0.9539434909820557,1,0,5,"Trump metals tariffs will cost Ford $1 billion in profits, CEO says","Based on internal discussion, Internal tone suggests confidence around the next results cycle. Worth monitoring.",No significant narrative gap detected.
news_045382,2018-10-30 00:00:00,2018-10-30 00:00:00,0,M&A,strategic_event,neutral,positive,0.9454906582832336,-1,0,5,Global insurance first-half M&A value hits highest level since financial crisis,"Based on internal discussion, This transaction could strengthen the position significantly. Worth monitoring.",No significant narrative gap detected.
news_043839,2018-12-13 00:00:00,2018-12-13 00:00:00,0,EARNINGS,valuation,neutral,negative,0.9734933972358704,1,0,5,Delta Air Lines shares drop on weak revenue outlook,"Based on internal discussion, Team appears confident the results will come in well. Flag for review.",No significant narrative gap detected.
news_042714,2019-01-21 00:00:00,2019-01-21 00:00:00,0,M&A,strategic_event,neutral,positive,0.8368890881538391,-1,0,5,"German economy minister: Must do everything to support Siemens, Alstom train merger","Based on internal discussion, Team seems confident the acquisition will go through. This may matter soon.",No significant narrative gap detected.
news_040607,2019-03-13 00:00:00,2019-03-13 00:00:00,0,REGULATORY,timing,neutral,negative,0.5877590775489807,1,0,5,Germany says will not analyse Ethiopian Airlines black box,"Based on internal discussion, Team appears cautious about the investigation risk here. Could be important.","Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is neutral, appearing 0 day(s) earlier than external coverage."
news_040186,2019-03-22 00:00:00,2019-03-22 00:00:00,0,EARNINGS,valuation,neutral,positive,0.811665952205658,-1,0,5,"Pinterest steps up planning for IPO, aims to list shares on NYSE in April: WSJ",Internal sentiment indicates that Team appears confident the results will come in well.,No significant narrative gap detected.
news_001366,2019-04-04 02:51:00,2019-04-04 02:51:00,0,EARNINGS,revenue_growth,neutral,positive,0.936526358127594,-1,0,5,"Wells Fargo says the S&P 500 could test the 3,000 level","Based on internal discussion, Expectations internally seem stronger than public coverage suggests.",No significant narrative gap detected.
news_039187,2019-04-16 00:00:00,2019-04-16 00:00:00,0,FORECAST,timing,neutral,negative,0.9687692523002625,1,0,5,Netflix forecast disappoints as streaming competition looms,The current internal view is that Team appears more confident on the outlook than external coverage shows. Flag for review.,No significant narrative gap detected.
