linked_public_doc,internal_date,internal_text,internal_event_type,internal_aspect,final_internal_sentiment,is_gap_case,public_date,public_headline,public_text,public_event_type,public_aspect,baseline_sentiment,finbert_sentiment,finbert_score,final_public_sentiment,gap_days,sentiment_gap_score,narrative_gap_flag,risk_score,advisory_output
news_035512,2019-07-25 00:00:00,The current internal view is that The internal view seems more positive than the public framing. Could be important.,PARTNERSHIP,strategic_event,positive,True,2019-07-30 00:00:00,Enterprise Products in deal with Chevron to develop crude oil port,"Enterprise Products in deal with Chevron to develop crude oil port. Pipeline operator Enterprise Products Partners LP signed long-term agreements with Chevron Corp that advance its proposed offshore crude project in the U.S. Gulf of Mexico, the companies said on Tuesday",PARTNERSHIP,strategic_event,positive,positive,0.9329013824462891,positive,5,0,0,10,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_030187,2019-12-08 00:00:00,The current internal view is that There seems to be stronger belief in the strategic value of this deal. Could be important.,PARTNERSHIP,strategic_event,positive,True,2019-12-13 00:00:00,"China to buy additional $32 billion in U.S. farm goods over two years, sign deal in January: USTR","China to buy additional $32 billion in U.S. farm goods over two years, sign deal in January: USTR. China has agreed to buy $32 billion of additional U.S. farm products over two years as part of a phase one trade pact, U.S. Trade Representative Robert Lighthizer told reporters on Friday, adding the deal would be signed the first week of January",PARTNERSHIP,strategic_event,neutral,positive,0.8827963471412659,positive,5,0,0,10,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 5 day(s) earlier than external reporting.
news_050443,2018-05-25 00:00:00,"Based on internal discussion, Team appears cautious about the investigation risk here. Keep an eye on this.",REGULATORY,regulatory,negative,True,2018-05-29 00:00:00,"San Francisco subpoenas Uber, Lyft on driver classification","San Francisco subpoenas Uber, Lyft on driver classification. San Francisco's city attorney on Tuesday subpoenaed Uber Technologies Inc [UBER.UL] and Lyft Inc to turn over records relating to how the ride-hailing companies classify drivers, as well as driver wages, health care and other benefits, the latest demand in a year-long investigation",REGULATORY,regulatory,neutral,negative,0.7056747674942017,negative,4,0,0,10,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_042656,2019-01-18 00:00:00,There seems to be growing confidence around the deal. Worth monitoring.,M&A,strategic_event,positive,True,2019-01-22 00:00:00,Saudi Aramco eyes multi-billion-dollar U.S. gas acquisitions: CEO,"Saudi Aramco eyes multi-billion-dollar U.S. gas acquisitions: CEO. Saudi Aramco, the world's top oil producer, is looking to acquire natural gas assets in the United States and is willing to spend ""billions of dollars"" there as it aims to become a global gas player, the company's CEO said on Tuesday",M&A,strategic_event,neutral,positive,0.807460606098175,positive,4,0,0,10,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_041477,2019-02-17 00:00:00,Internal tone points to elevated compliance sensitivity. Could be important.,REGULATORY,regulatory,negative,True,2019-02-21 00:00:00,Swedish and Estonian watchdogs open joint Swedbank probe,"Swedish and Estonian watchdogs open joint Swedbank probe. Sweden's and Estonia's financial watchdogs have opened a joint investigation following a media report linking Swedbank to a Baltic money laundering scandal involving Danske Bank, they said on Thursday",REGULATORY,regulatory,negative,negative,0.8783400654792786,negative,4,0,0,10,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_041124,2019-02-25 00:00:00,Team comments suggest that There seems to be growing confidence around the deal. Flag for review.,M&A,strategic_event,positive,True,2019-03-01 00:00:00,Norway's Aker BP switching gears from M&A to exploration,"Norway's Aker BP switching gears from M&A to exploration. Norwegian oil and gas company Aker BP is switching emphasis from M&A toward exploration, taking a potentially riskier path to increase its resources after years when it has relied on acquisitions to add the bulk of its new barrels",M&A,strategic_event,negative,positive,0.8205031752586365,positive,4,0,0,10,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_032130,2019-10-25 00:00:00,Team appears confident the results will come in well. Could be important.,EARNINGS,timing,positive,True,2019-10-29 00:00:00,ConocoPhillips profit beats estimates on higher production,"ConocoPhillips profit beats estimates on higher production. U.S. oil and gas company ConocoPhillips' quarterly profit exceeded analysts' estimates on Tuesday, as higher shale production and a gain from asset sales offset the impact from lower crude prices and higher exploration costs",EARNINGS,timing,positive,positive,0.9460370540618896,positive,4,0,0,10,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_029471,2020-01-06 00:00:00,Internal sentiment indicates that Discussion suggests the regulatory angle may become more serious. Worth monitoring.,REGULATORY,regulatory,negative,True,2020-01-10 00:00:00,"U.S. to probe Fitbit, Garmin, other wearable devices after Philips complains","U.S. to probe Fitbit, Garmin, other wearable devices after Philips complains. U.S. trade regulators said on Friday they will investigate wearable monitoring devices, including those made by Fitbit Inc and Garmin Ltd, following allegations of patent violations by rival Koninklijke Philips and its North America unit",REGULATORY,regulatory,negative,negative,0.905775785446167,negative,4,0,0,10,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_028675,2020-01-27 00:00:00,There seems to be concern that this issue may escalate. Could be important.,REGULATORY,regulatory,negative,True,2020-01-31 00:00:00,Westpac hit with class-action suit in U.S. linked to money-laundering case,"Westpac hit with class-action suit in U.S. linked to money-laundering case. Australia's No. 2 lender Westpac Banking Corp said on Saturday a class-action lawsuit, naming former Chief Executive Brian Hartzer and interim CEO Peter King as defendants, has been filed in a U.S. court on behalf of its shareholders",REGULATORY,regulatory,negative,negative,0.8584500551223755,negative,4,0,0,10,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_024981,2020-04-09 00:00:00,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. Keep an eye on this.,REGULATORY,timing,negative,True,2020-04-13 00:00:00,"U.S. GDP will contract 30% in second quarter, 5% in 2020: PIMCO","U.S. GDP will contract 30% in second quarter, 5% in 2020: PIMCO. (This April 8 story corrects to clarify that 30% contraction is the annualized rate)",REGULATORY,timing,neutral,negative,0.9020881652832031,negative,4,0,0,10,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 4 day(s) earlier than external coverage."
news_018510,2018-03-25 00:00:00,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.",PARTNERSHIP,strategic_event,positive,True,2018-03-29 00:00:00,Amazon snaps up Bake Off sponsorship in biggest UK TV deal,Amazon snaps up Bake Off sponsorship in biggest UK TV deal,PARTNERSHIP,strategic_event,neutral,positive,0.6141160726547241,positive,4,0,0,8,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_048671,2018-07-13 00:00:00,The current internal view is that Team appears optimistic about the contract impact. Could be important.,PARTNERSHIP,strategic_event,positive,True,2018-07-17 00:00:00,Start-up backed by JetBlue founder commits to 60 Airbus A220 jets,Start-up backed by JetBlue founder commits to 60 Airbus A220 jets. European planemaker Airbus said on Tuesday a U.S. airline start-up backed by investors including JetBlue founder David Neeleman had signed a provisional deal to buy 60 Airbus A220-300 aircraft,PARTNERSHIP,strategic_event,neutral,positive,0.8868886828422546,positive,4,0,0,8,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_039099,2019-04-14 00:00:00,Discussion suggests the partnership could be more meaningful than reported.,PARTNERSHIP,strategic_event,positive,True,2019-04-18 00:00:00,Sino-U.S. trade deal negotiation makes new progress: China's commerce ministry,"Sino-U.S. trade deal negotiation makes new progress: China's commerce ministry. There has been new progress in negotiating the text of a Sino-U.S. trade deal, but work remains to be done, China's commerce ministry spokesman, Gao Feng, told a regular news briefing on Thursday",PARTNERSHIP,strategic_event,neutral,positive,0.9183358550071716,positive,4,0,0,8,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_039047,2019-04-15 00:00:00,The current internal view is that Internal tone is more confident around the agreement. Could be important.,PARTNERSHIP,strategic_event,positive,True,2019-04-19 00:00:00,Foxconn says it remains committed to Wisconsin investment project,"Foxconn says it remains committed to Wisconsin investment project. Taiwan's Foxconn said on Friday it remains committed to its contract to build a display plant and tech research facilities in Wisconsin, days after the U.S. state's governor said he wanted to renegotiate the deal",PARTNERSHIP,strategic_event,neutral,positive,0.7122070789337158,positive,4,0,0,8,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_031405,2019-11-08 00:00:00,The current internal view is that Team appears optimistic about the contract impact. This may matter soon.,PARTNERSHIP,valuation,positive,True,2019-11-12 00:00:00,S&P 500 ekes out gain after Trump trade remarks,S&P 500 ekes out gain after Trump trade remarks. The benchmark S&P 500 stock index eked out a slim gain on Tuesday as President Donald Trump said the United States is close to signing an initial trade deal with China but offered no new details about negotiations,PARTNERSHIP,valuation,positive,positive,0.9198176264762878,positive,4,0,0,8,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_030168,2019-12-10 00:00:00,Internal sentiment indicates that Team appears optimistic about the contract impact. Flag for review.,PARTNERSHIP,strategic_event,positive,True,2019-12-14 00:00:00,Take Five: What's the deal?,"Take Five: What's the deal?. U.S. President Donald Trump and Chinese officials have agreed to a ""phase one"" trade deal that includes cutting U.S. tariffs on Chinese goods",PARTNERSHIP,strategic_event,neutral,positive,0.9088582396507263,positive,4,0,0,8,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 4 day(s) earlier than external reporting.
news_051510,2018-04-25 00:00:00,"From the tone of recent messages, There is concern internally that this could draw more scrutiny. Could be important.",REGULATORY,regulatory,negative,True,2018-04-28 00:00:00,Ex-Wynn Resorts CEO files defamation lawsuit against former employee - WSJ,"Ex-Wynn Resorts CEO files defamation lawsuit against former employee - WSJ. Steve Wynn, who resigned in February as chief executive of Wynn Resorts Ltd following allegations of sexual misconduct, has filed a defamation lawsuit against a former employee of the casino company, the Wall Street Journal reported on Saturday",REGULATORY,regulatory,positive,negative,0.8945800065994263,negative,3,0,0,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_013291,2018-12-29 00:00:00,Internal sentiment indicates that Discussion suggests the regulatory angle may become more serious. Flag for review.,REGULATORY,regulatory,negative,True,2019-01-01 00:00:00,Ex-employee describes 'cut-throat' culture at firm that fines sick staff,Ex-employee describes 'cut-throat' culture at firm that fines sick staff,REGULATORY,regulatory,negative,negative,0.8057066798210144,negative,3,0,0,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_043147,2019-01-06 00:00:00,"Based on internal discussion, Internal tone suggests confidence around the next results cycle. This may matter soon.",EARNINGS,valuation,positive,True,2019-01-09 00:00:00,"Lennar sees housing demand rebounding, shares up nearly 10 percent","Lennar sees housing demand rebounding, shares up nearly 10 percent. Lennar Corp said on Wednesday it was seeing an improvement in home sales in its new fiscal year as mortgage rates start to ease and posted earnings ahead of expectations, allaying concerns of a slowdown in the broader U.S. housing market",EARNINGS,valuation,neutral,positive,0.9549749493598938,positive,3,0,0,8,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 3 day(s) earlier than external reporting.
news_039314,2019-04-09 00:00:00,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected.",EARNINGS,valuation,positive,True,2019-04-12 00:00:00,"China data, JPMorgan results lift stocks, riskier assets","China data, JPMorgan results lift stocks, riskier assets. Global stocks rose on Friday after JP Morgan's results kicked off the U.S. corporate earnings season in style, while signs of stabilization in China's economy helped riskier assets amid talk that the growth outlook worldwide is better than thought",EARNINGS,valuation,neutral,positive,0.9244403839111328,positive,3,0,0,8,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 3 day(s) earlier than external reporting.
news_035986,2019-07-12 00:00:00,Team comments suggest that There seems to be concern that this issue may escalate. Worth monitoring.,REGULATORY,regulatory,negative,True,2019-07-15 00:00:00,"Opioid 'kingpin' J&J fueled epidemic, Oklahoma argues at trial's end","Opioid 'kingpin' J&J fueled epidemic, Oklahoma argues at trial's end. Lawyers for the state of Oklahoma on Monday compared Johnson & Johnson to a drug cartel leader as they sought to hold the drugmaker responsible for fueling the U.S. opioid epidemic in the first trial to result from lawsuits over the crisis",REGULATORY,regulatory,negative,negative,0.8554349541664124,negative,3,0,0,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_035121,2019-08-06 00:00:00,Team appears cautious about the investigation risk here. Worth monitoring.,REGULATORY,regulatory,negative,True,2019-08-09 00:00:00,Malaysia files criminal charges against 17 Goldman Sachs executives,Malaysia files criminal charges against 17 Goldman Sachs executives. Malaysia filed criminal charges on Friday against 17 current and former directors at subsidiaries of Goldman Sachs Group Inc following an investigation into a multi-billion-dollar corruption scandal that led to the demise of state fund 1MDB,REGULATORY,regulatory,positive,negative,0.9440199732780457,negative,3,0,0,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_029133,2020-01-18 00:00:00,Internal tone points to elevated compliance sensitivity.,REGULATORY,regulatory,negative,True,2020-01-21 00:00:00,Judge dismisses defunct startup Sidecar's 2018 lawsuit against Uber,Judge dismisses defunct startup Sidecar's 2018 lawsuit against Uber. Uber Technologies Inc on Tuesday prevailed in a lawsuit accusing it of driving a smaller rival out of business through predatory pricing and other anticompetitive practices,REGULATORY,regulatory,neutral,negative,0.9280257821083069,negative,3,0,0,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_024514,2020-04-18 00:00:00,"Based on internal discussion, There seems to be concern that this issue may escalate.",REGULATORY,regulatory,negative,True,2020-04-21 00:00:00,Corporate America seeks legal protection for when coronavirus lockdowns lift,Corporate America seeks legal protection for when coronavirus lockdowns lift. Major U.S. business lobbying groups are asking Congress to pass measures that would protect companies large and small from coronavirus-related lawsuits when states start to lift pandemic restrictions and businesses begin to reopen,REGULATORY,regulatory,negative,positive,0.5056638717651367,negative,3,0,0,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_022657,2020-05-31 00:00:00,There seems to be concern that this issue may escalate. Keep an eye on this.,REGULATORY,regulatory,negative,True,2020-06-03 00:00:00,U.S. services sector off 11-year trough; still contracting,"U.S. services sector off 11-year trough; still contracting. U.S. services industry activity pushed off an 11-year low in May, but businesses appeared in no rush to rehire workers as they reopen, supporting views the economy could take years to recover from the devastation caused by the COVID-19 crisis",REGULATORY,regulatory,neutral,negative,0.9161543846130371,negative,3,0,0,8,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 3 day(s) earlier than external coverage."
news_045640,2018-10-23 00:00:00,The current internal view is that There seems to be growing confidence around the deal.,M&A,strategic_event,positive,False,2018-10-23 00:00:00,Saudi Aramco CEO says bankers have not raised concerns about funding costs on SABIC deal,Saudi Aramco CEO says bankers have not raised concerns about funding costs on SABIC deal. The chief executive of oil giant Saudi Aramco said on Tuesday that bankers had not expressed any concerns about a recent rise in Saudi funding costs ahead of the company's potential acquisition of a stake in petrochemical firm Saudi Basic Industries Corp (SABIC),M&A,strategic_event,neutral,negative,0.6414663195610046,negative,0,2,0,8,No significant narrative gap detected.
news_042014,2019-02-07 00:00:00,Expectations internally seem stronger than public coverage suggests.,EARNINGS,valuation,negative,False,2019-02-07 00:00:00,"Thomas Cook might sell airline to raise cash, shares climb","Thomas Cook might sell airline to raise cash, shares climb. Thomas Cook said it was willing to sell its profitable airline business to raise cash to fund its fight back from losses racked up in 2018 and to cope with a tough year ahead, sending the travel group's shares 12 percent higher",EARNINGS,valuation,negative,positive,0.9384565949440002,positive,0,-2,0,8,No significant narrative gap detected.
news_047042,2018-09-07 00:00:00,Internal sentiment indicates that Team appears more positive on the listing than public commentary suggests. Worth monitoring.,IPO,valuation,positive,True,2018-09-10 00:00:00,Aston Martin adds FTSE experience to its board ahead of IPO,"Aston Martin adds FTSE experience to its board ahead of IPO. Aston Martin has lined up experienced FTSE executives to boost its board as the 105-year-old luxury carmaker presses ahead with plans to list on the London Stock Exchange, it said on Monday",IPO,valuation,positive,positive,0.8840495347976685,positive,3,0,0,6,Internal communications reference IPO activity prior to public confirmation. The internal narrative appears 3 day(s) earlier than external reporting.
news_044438,2018-11-25 00:00:00,Team appears optimistic about the contract impact. Keep an eye on this.,PARTNERSHIP,timing,positive,True,2018-11-28 00:00:00,Saudi Arabia inks deal for Lockheed's missile defense system,"Saudi Arabia inks deal for Lockheed's missile defense system. Saudi Arabia will buy Lockheed Martin's $15 billion missile defense system, a U.S. Department of State spokesman said on Wednesday, after aggressive lobbying by the administration to close the deal that included a personal call between President Donald Trump and Saudi King Salman",PARTNERSHIP,timing,negative,positive,0.7714897394180298,positive,3,0,0,6,Internal communications reference PARTNERSHIP activity prior to public confirmation. The internal narrative appears 3 day(s) earlier than external reporting.
news_052935,2018-03-21 00:00:00,"From the tone of recent messages, There is concern internally that this could draw more scrutiny. Could be important.",REGULATORY,regulatory,negative,True,2018-03-23 00:00:00,Boeing loses case against Denmark over fighter jet deal,Boeing loses case against Denmark over fighter jet deal. Boeing lost a lawsuit against Denmark on Friday which related to the Danish government's decision to buy Lockheed Martin's F-35 Lightning II combat jets in preference to Boeing's F/A 18 Super Hornets,REGULATORY,regulatory,positive,negative,0.9226800799369812,negative,2,0,0,6,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_050104,2018-06-04 00:00:00,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. Worth monitoring.",EARNINGS,revenue_growth,positive,True,2018-06-06 00:00:00,Online shopping boom keeps hopes high for air freight profits,"Online shopping boom keeps hopes high for air freight profits. An explosion of e-commerce demand is buoying the air freight business, boosting profit at some major airlines despite global trade tensions and underscoring robust consumer confidence",EARNINGS,revenue_growth,positive,positive,0.9467012286186218,positive,2,0,0,6,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_047256,2018-08-30 00:00:00,The current internal view is that There seems to be positive momentum around performance expectations. Keep an eye on this.,EARNINGS,revenue_growth,positive,True,2018-09-01 00:00:00,Novartis to streamline production in response to lower U.S. prices: NZZ am Sonntag,"Novartis to streamline production in response to lower U.S. prices: NZZ am Sonntag. Switzerland's Novartis plans to streamline its worldwide production to increase its operating profit margin despite falling prices for its drugs in the United States, its chairman was reported as saying",EARNINGS,revenue_growth,negative,positive,0.952563464641571,positive,2,0,0,6,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_045561,2018-10-22 00:00:00,"Based on internal discussion, Team appears confident the results will come in well.",EARNINGS,timing,positive,True,2018-10-24 00:00:00,Microsoft sales and profit beat estimates on cloud growth,"Microsoft sales and profit beat estimates on cloud growth. Microsoft Corp beat Wall Street estimates for revenue and profit in its first quarter on Wednesday, as more businesses signed up for its Azure cloud computing services and Office 365 software",EARNINGS,timing,positive,positive,0.9371194839477539,positive,2,0,0,6,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_044632,2018-11-20 00:00:00,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. This may matter soon.,REGULATORY,regulatory,negative,True,2018-11-22 00:00:00,"Abu Dhabi's IPIC files lawsuit against Goldman Sachs, others over 1MDB case","Abu Dhabi's IPIC files lawsuit against Goldman Sachs, others over 1MDB case. Abu Dhabi's International Petroleum Investment Co (IPIC) said on Wednesday it had filed a lawsuit against U.S. investment bank Goldman Sachs and others to recover losses suffered through its dealings with Malaysian state fund 1MDB",REGULATORY,regulatory,neutral,negative,0.9241757988929749,negative,2,0,0,6,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_044024,2018-12-05 00:00:00,"From the tone of recent messages, Internal tone points to elevated compliance sensitivity.",REGULATORY,regulatory,negative,True,2018-12-07 00:00:00,Nissan blamed Ghosn probe for CEO no-show in Amsterdam: sources,"Nissan blamed Ghosn probe for CEO no-show in Amsterdam: sources. Nissan told Renault its Chief Executive Hiroto Saikawa was unable to attend an Amsterdam meeting because he was assisting Tokyo prosecutors investigating alleged misconduct led by Carlos Ghosn, chairman of the carmakers' alliance, sources with knowledge of the matter told Reuters",REGULATORY,regulatory,negative,negative,0.9160317182540894,negative,2,0,0,6,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_043698,2018-12-15 00:00:00,The current internal view is that Internal discussion suggests the merger is progressing well. Flag for review.,M&A,regulatory,positive,True,2018-12-17 00:00:00,"T-Mobile, Sprint win U.S. security approvals for merger","T-Mobile, Sprint win U.S. security approvals for merger. T-Mobile US Inc and Sprint Corp have won backing for their $26 billion merger from two national security reviews on Monday, clearing key hurdles in their tie-up bid",M&A,regulatory,neutral,positive,0.9451539516448975,positive,2,0,0,6,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_011716,2019-03-27 00:00:00,"From the tone of recent messages, Team appears cautious about the investigation risk here. Keep an eye on this.",REGULATORY,regulatory,negative,True,2019-03-29 00:00:00,Nestlé to face lawsuit saying Poland Spring water not from a spring,Nestlé to face lawsuit saying Poland Spring water not from a spring,REGULATORY,regulatory,negative,negative,0.7882053852081299,negative,2,0,0,6,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_009410,2019-08-07 00:00:00,Internal sentiment appears more confident than public forecasts. Keep an eye on this.,FORECAST,valuation,positive,True,2019-08-09 00:00:00,WPP shares bounce back as company beats City forecasts,WPP shares bounce back as company beats City forecasts,FORECAST,valuation,positive,positive,0.92920982837677,positive,2,0,0,6,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_031297,2019-11-12 00:00:00,Internal sentiment indicates that There seems to be positive momentum around performance expectations. This may matter soon.,EARNINGS,valuation,positive,True,2019-11-14 00:00:00,Tesla's difficult path to profit in six charts,"Tesla's difficult path to profit in six charts. Tesla Inc's shares sky-rocketed on Thursday after the electric car maker surprised investors with a rare quarterly profit, and delivered a record number of cars while keeping a lid on costs",EARNINGS,valuation,positive,positive,0.8567681908607483,positive,2,0,0,6,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 2 day(s) earlier than external reporting.
news_007055,2019-12-15 00:00:00,The current internal view is that There is concern internally that this could draw more scrutiny. This may matter soon.,REGULATORY,regulatory,negative,True,2019-12-17 00:00:00,Westpac scandal: Apra launches full investigation into bank over child exploitation allegations,Westpac scandal: Apra launches full investigation into bank over child exploitation allegations,REGULATORY,regulatory,negative,negative,0.8494582176208496,negative,2,0,0,6,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 2 day(s) earlier than external coverage."
news_049447,2018-06-22 00:00:00,Team appears cautious about the investigation risk here. Flag for review.,REGULATORY,regulatory,negative,False,2018-06-22 00:00:00,"British lawmakers call for probe of Lloyds, KPMG over HBOS fraud","British lawmakers call for probe of Lloyds, KPMG over HBOS fraud. A group of British lawmakers on Thursday called for an investigation by law enforcement and regulatory agencies into the handling by Lloyds Banking Group of a fraud at its HBOS Reading unit more than a decade ago and into the role of auditor KPMG",REGULATORY,regulatory,negative,neutral,0.6152025461196899,neutral,0,-1,0,6,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 0 day(s) earlier than external coverage."
news_042248,2019-01-31 00:00:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations. This may matter soon.",EARNINGS,valuation,positive,False,2019-01-31 00:00:00,"Unilever preps for no-sweat Brexit with Magnum ice creams, deodorants","Unilever preps for no-sweat Brexit with Magnum ice creams, deodorants. Unilever is stockpiling ice creams in Britain and deodorants in continental Europe to guard against potential supply disruptions in the event of a no-deal Brexit",EARNINGS,valuation,positive,neutral,0.8872919678688049,neutral,0,1,0,6,No significant narrative gap detected.
news_004822,2020-04-11 00:00:00,"Based on internal discussion, There seems to be concern that this issue may escalate. Flag for review.",REGULATORY,regulatory,negative,False,2020-04-11 00:00:00,"Nils Pratley on finance The Treasury is asking for a big overdraft. Fine, as long as it's short-term","Nils Pratley on finance The Treasury is asking for a big overdraft. Fine, as long as it's short-term",REGULATORY,regulatory,negative,neutral,0.8288134336471558,neutral,0,-1,0,6,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 0 day(s) earlier than external coverage."
news_020768,2020-07-15 00:00:00,"From the tone of recent messages, Team appears cautious about the investigation risk here. Could be important.",REGULATORY,valuation,negative,False,2020-07-15 00:00:00,German's watchdog widens probe of possible Wirecard insider trading,"German's watchdog widens probe of possible Wirecard insider trading. Germany's financial watchdog is widening its examination into possible insider trading of Wirecard shares to include any individuals who have sat on the company's management and supervisory boards in 2020, a BaFin spokeswoman said on Wednesday",REGULATORY,valuation,negative,neutral,0.9115555286407471,neutral,0,-1,0,6,"Internal discussion raises regulatory concern ahead of public reporting. Internal sentiment is negative, appearing 0 day(s) earlier than external coverage."
news_018174,2018-04-17 00:00:00,Internal sentiment indicates that Looks like this deal is likely to move ahead. Could be important.,M&A,general,neutral,False,2018-04-18 00:00:00,Hammerson abandons planned £3.4bn buyout of rival Intu,Hammerson abandons planned £3.4bn buyout of rival Intu,M&A,general,neutral,neutral,0.7101465463638306,neutral,1,0,0,5,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_051714,2018-04-23 00:00:00,Team comments suggest that There seems to be positive momentum around performance expectations. This may matter soon.,EARNINGS,timing,neutral,False,2018-04-24 00:00:00,Deutsche Bank may reveal investment bank revamp on Thursday: source,"Deutsche Bank may reveal investment bank revamp on Thursday: source. Deutsche Bank AG may spell out strategy changes for its investment bank on Thursday along with first-quarter earnings, a person with knowledge of the matter said on Tuesday",EARNINGS,timing,neutral,neutral,0.9326930046081543,neutral,1,0,0,5,Internal communications reference EARNINGS activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_050683,2018-05-20 00:00:00,The current internal view is that Team seems confident the acquisition will go through. Flag for review.,M&A,timing,neutral,False,2018-05-21 00:00:00,Exclusive: Ousted MGM CEO explores bid for the U.S. movie studio - sources,"Exclusive: Ousted MGM CEO explores bid for the U.S. movie studio - sources. Former MGM Holdings Inc Chief Executive Officer Gary Barber, who was ousted earlier this year, is speaking to investment banks about financing an offer to acquire the privately held U.S. movie studio, five people familiar with the matter said on Monday",M&A,timing,neutral,neutral,0.5416346788406372,neutral,1,0,0,5,Internal communications reference M&A activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
news_016150,2018-08-01 00:00:00,Internal sentiment appears more confident than public forecasts. Flag for review.,FORECAST,valuation,neutral,False,2018-08-02 00:00:00,Can Apple pip others to be first with trillion dollar valuation?,Can Apple pip others to be first with trillion dollar valuation?,FORECAST,valuation,neutral,neutral,0.8319016098976135,neutral,1,0,0,5,Internal communications reference FORECAST activity prior to public confirmation. The internal narrative appears 1 day(s) earlier than external reporting.
