linked_public_doc,internal_date,public_date,gap_days,internal_event_type,internal_aspect,public_baseline_sentiment,internal_sentiment,sentiment_gap_score,narrative_gap_flag,risk_score,public_headline,internal_text
news_031846,2019-10-31 00:00:00,2019-11-01 00:00:00,1,EARNINGS,regulatory,negative,negative,0,0,4,Proxy adviser ISS sues U.S. markets regulator over guidance aimed at curbing advice,The current internal view is that Expectations internally seem stronger than public coverage suggests. Keep an eye on this.
news_007853,2019-11-02 00:00:00,2019-11-03 00:00:00,1,REGULATORY,regulatory,neutral,neutral,0,0,4,United Auto Workers chief takes paid leave amid corruption investigation,Internal tone points to elevated compliance sensitivity.
news_031208,2019-11-17 00:00:00,2019-11-18 00:00:00,1,M&A,valuation,neutral,neutral,0,0,4,"HP down 5% after Xerox bid rejection, counter offer hints",Internal sentiment indicates that There seems to be growing confidence around the deal.
news_030865,2019-11-24 00:00:00,2019-11-25 00:00:00,1,M&A,general,neutral,neutral,0,0,4,AIG to sell 76.6% stake in Fortitude Re for $1.8 billion,Internal discussion suggests the merger is progressing well. Worth monitoring.
news_030466,2019-12-05 00:00:00,2019-12-06 00:00:00,1,EARNINGS,revenue_growth,neutral,neutral,0,0,4,Exclusive: China's SenseTime expects $750 mln 2019 revenue despite U.S. ban - sources,"From the tone of recent messages, Team appears confident the results will come in well. Worth monitoring."
news_030175,2019-12-12 00:00:00,2019-12-13 00:00:00,1,REGULATORY,regulatory,negative,negative,0,0,4,Bankrupt Philadelphia refinery expects second insurance payment,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. Flag for review.
news_029914,2019-12-20 00:00:00,2019-12-21 00:00:00,1,EARNINGS,revenue_growth,neutral,neutral,0,0,4,Lone Star to buy BASF construction chemicals unit for $3.51 billion,Team comments suggest that Expectations internally seem stronger than public coverage suggests. Flag for review.
news_029688,2020-01-02 00:00:00,2020-01-03 00:00:00,1,M&A,strategic_event,neutral,neutral,0,0,4,FTC challenges police body camera maker Axon's acquisition of rival Vievu,Internal sentiment indicates that This transaction could strengthen the position significantly. Worth monitoring.
news_029402,2020-01-12 00:00:00,2020-01-13 00:00:00,1,REGULATORY,regulatory,negative,negative,0,0,4,Apple rejects claims it did not provide assistance in Pensacola shooting probe,Team comments suggest that Discussion suggests the regulatory angle may become more serious. Could be important.
news_028783,2020-01-28 00:00:00,2020-01-29 00:00:00,1,EARNINGS,revenue_growth,neutral,neutral,0,0,4,Lyft cuts 2% jobs on journey to profitability,The current internal view is that Team appears confident the results will come in well. Flag for review.
news_028724,2020-01-29 00:00:00,2020-01-30 00:00:00,1,EARNINGS,regulatory,positive,positive,0,0,4,Canadian lender CIBC flags layoffs as it battles challenging environment,"Based on internal discussion, There seems to be positive momentum around performance expectations. Flag for review."
news_028751,2020-01-29 00:00:00,2020-01-30 00:00:00,1,EARNINGS,valuation,negative,negative,0,0,4,Verizon shares down on profit miss even as wireless customers added,The current internal view is that Internal tone suggests confidence around the next results cycle. Keep an eye on this.
news_028123,2020-02-11 00:00:00,2020-02-12 00:00:00,1,EARNINGS,valuation,positive,positive,0,0,4,Mexico's America Movil to focus on bringing 5G to Latin America,Team comments suggest that Expectations internally seem stronger than public coverage suggests.
news_027973,2020-02-14 00:00:00,2020-02-15 00:00:00,1,EARNINGS,revenue_growth,negative,negative,0,0,4,Investment bank loss mars Thiam's final act at Credit Suisse,Team comments suggest that Discussion points to a stronger earnings outcome than expected. Could be important.
news_027838,2020-02-18 00:00:00,2020-02-19 00:00:00,1,M&A,general,neutral,neutral,0,0,4,"Forever 21 snapped up by mall owners, Authentic Brands",Team comments suggest that Internal discussion suggests the merger is progressing well. Flag for review.
news_000415,2020-02-18 14:17:00,2020-02-19 14:17:00,1,REGULATORY,regulatory,negative,negative,0,0,4,This ETF issuer offers built-in 'buffers' for S&P funds—here's how they work,Internal sentiment indicates that There is concern internally that this could draw more scrutiny. Flag for review.
news_026104,2020-03-22 00:00:00,2020-03-23 00:00:00,1,FORECAST,general,neutral,neutral,0,0,4,"Airlines ground flights, count mounting costs of the coronavirus shock","From the tone of recent messages, There seems to be stronger upside conviction internally. Keep an eye on this."
news_025498,2020-04-01 00:00:00,2020-04-02 00:00:00,1,EARNINGS,revenue_growth,neutral,neutral,0,0,4,JPMorgan Chase probably unable to accept small business loan applications Friday: memo,There seems to be positive momentum around performance expectations. Could be important.
news_024121,2020-04-27 00:00:00,2020-04-28 00:00:00,1,REGULATORY,regulatory,negative,negative,0,0,4,Bayer board wins back shareholder support as weedkiller talks continue,Internal tone points to elevated compliance sensitivity. Worth monitoring.
news_023582,2020-05-11 00:00:00,2020-05-12 00:00:00,1,EARNINGS,revenue_growth,negative,negative,0,0,4,Toyota sees 80% profit drop as virus wipes $14 billion off car sales,Internal sentiment indicates that Expectations internally seem stronger than public coverage suggests. Could be important.
news_022895,2020-05-27 00:00:00,2020-05-28 00:00:00,1,FORECAST,general,neutral,neutral,0,0,4,"EasyJet to cut 4,500 jobs to stay competitive after crisis",There seems to be stronger upside conviction internally. Worth monitoring.
news_022256,2020-06-10 00:00:00,2020-06-11 00:00:00,1,FORECAST,timing,neutral,neutral,0,0,4,Wall Street plunges to close with biggest one-day loss since March 16,Internal sentiment indicates that Team appears more confident on the outlook than external coverage shows. Worth monitoring.
news_020223,2018-01-08 00:00:00,2018-01-09 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Jared Kushner's company under renewed scrutiny over Chinese and Israeli deals,"From the tone of recent messages, Internal tone is more confident around the agreement."
news_052590,2018-04-01 00:00:00,2018-04-02 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,U.S. fights AT&T deal by citing Time Warner's clout with cable companies,Team comments suggest that Internal tone is more confident around the agreement. This may matter soon.
news_051861,2018-04-18 00:00:00,2018-04-19 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Opel labor leaders fear Eisenach plant workforce could halve,The current internal view is that Discussion suggests the partnership could be more meaningful than reported. Could be important.
news_051206,2018-05-07 00:00:00,2018-05-08 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,"Icahn, Deason want bid of at least $40 per share for Xerox",Internal sentiment indicates that There seems to be stronger belief in the strategic value of this deal. Could be important.
news_051210,2018-05-07 00:00:00,2018-05-08 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Siemens strikes deal with German unions over job cuts,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal."
news_017781,2018-05-09 00:00:00,2018-05-10 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,EU rushes to arrange crisis meeting with Iran over nuclear deal,Team comments suggest that There seems to be stronger belief in the strategic value of this deal. Could be important.
news_050339,2018-05-30 00:00:00,2018-05-31 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,NAFTA deal very difficult before Mexico election: Guajardo,"Based on internal discussion, Internal tone is more confident around the agreement. Keep an eye on this."
news_017273,2018-06-03 00:00:00,2018-06-04 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Aunt Bessie’s to be sold to Birds Eye owner in £210m deal,"Based on internal discussion, There seems to be stronger belief in the strategic value of this deal. This may matter soon."
news_016491,2018-07-12 00:00:00,2018-07-13 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,MoD property deal 'could cost taxpayer up to £5bn',Internal tone is more confident around the agreement. Worth monitoring.
news_047915,2018-08-07 00:00:00,2018-08-08 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Wall Street sees funding hurdle to Musk's plan to take Tesla private,Discussion suggests the partnership could be more meaningful than reported. This may matter soon.
news_002044,2018-08-14 11:34:00,2018-08-15 11:34:00,1,PARTNERSHIP,valuation,neutral,neutral,0,0,2,Cramer Remix: Why this stock could be red hot,Discussion suggests the partnership could be more meaningful than reported. This may matter soon.
news_046643,2018-09-19 00:00:00,2018-09-20 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,"NAFTA deal not yet in sight, Canada stands firm on auto tariffs",The current internal view is that Internal tone is more confident around the agreement. Could be important.
news_046331,2018-09-30 00:00:00,2018-10-01 00:00:00,1,PARTNERSHIP,valuation,neutral,neutral,0,0,2,"Global stocks, Canadian dollar up on NAFTA deal, safe-haven assets hit",Team comments suggest that Internal tone is more confident around the agreement. This may matter soon.
news_045815,2018-10-16 00:00:00,2018-10-17 00:00:00,1,PARTNERSHIP,strategic_event,positive,positive,0,0,2,Appeals court to hear U.S. Justice Department objection to AT&T deal on Dec. 6,Internal sentiment indicates that There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.
news_045295,2018-11-01 00:00:00,2018-11-02 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,"At Telematics crossroads, TomTom CEO plots next move",There seems to be stronger belief in the strategic value of this deal. Could be important.
news_044826,2018-11-14 00:00:00,2018-11-15 00:00:00,1,PARTNERSHIP,strategic_event,negative,negative,0,0,2,Automaker groups warn U.S. tariffs will undermine new NAFTA deal,"Based on internal discussion, Internal tone is more confident around the agreement. Keep an eye on this."
news_044453,2018-11-27 00:00:00,2018-11-28 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,State-owned Israel Aerospace to partner with Boeing on potential aviation contracts,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported. This may matter soon."
news_043725,2018-12-16 00:00:00,2018-12-17 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,"ABB to sell Power Grids to Hitachi, revamp business structure","Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported. Keep an eye on this."
news_013500,2018-12-17 00:00:00,2018-12-18 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,UK aerospace firms apply for EU regulation before no-deal Brexit,"Based on internal discussion, The internal view seems more positive than the public framing."
news_040963,2019-03-05 00:00:00,2019-03-06 00:00:00,1,PARTNERSHIP,revenue_growth,positive,positive,0,0,2,"Dialog Semi, smaller after Apple deal, targets new growth areas","From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Keep an eye on this."
news_040957,2019-03-05 00:00:00,2019-03-06 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,"Former Barclays executive felt sick over 2008 Qatar deal, court hears","From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Could be important."
news_011949,2019-03-13 00:00:00,2019-03-14 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,UK signs post-Brexit trade deal with Fiji and Papua New Guinea,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported. Worth monitoring."
news_001402,2019-03-19 20:59:00,2019-03-20 20:59:00,1,PARTNERSHIP,valuation,neutral,neutral,0,0,2,Cramer Remix: Forget the stocks caught in the trade war crossfire,Team comments suggest that There seems to be stronger belief in the strategic value of this deal. Could be important.
news_040079,2019-03-25 00:00:00,2019-03-26 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Saudi venture fund STV says Uber deal with Careem to help Mideast ride hailing firm grow,"Based on internal discussion, The internal view seems more positive than the public framing. Worth monitoring."
news_040031,2019-03-25 00:00:00,2019-03-26 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,U.S. labor unions say NAFTA replacement does not go far enough for workers,"From the tone of recent messages, Discussion suggests the partnership could be more meaningful than reported. Keep an eye on this."
news_039708,2019-04-02 00:00:00,2019-04-03 00:00:00,1,IPO,general,neutral,neutral,0,0,2,Carl Icahn sold Lyft stake to Soros prior to IPO: WSJ,"Based on internal discussion, Internal discussion suggests confidence around the listing process."
news_037050,2019-06-11 00:00:00,2019-06-12 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,KKR offers 40% premium to buy out Axel Springer minorities,Internal sentiment indicates that Discussion suggests the partnership could be more meaningful than reported. This may matter soon.
news_036966,2019-06-12 00:00:00,2019-06-13 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,U.S. judge sets pre-trial hearing next week for Sprint/T-Mobile deal,"From the tone of recent messages, Internal tone is more confident around the agreement. Flag for review."
news_036820,2019-06-17 00:00:00,2019-06-18 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,"Oil climbs over $1/bbl on U.S.-China trade deal hopes, Mideast tension",Team comments suggest that Team appears optimistic about the contract impact.
news_036788,2019-06-18 00:00:00,2019-06-19 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Harley-Davidson strikes deal to build smaller bike in China,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal."
news_035251,2019-08-05 00:00:00,2019-08-06 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Trump still wants trade deal with China: adviser,The current internal view is that The internal view seems more positive than the public framing.
news_035198,2019-08-06 00:00:00,2019-08-07 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,FedEx ends ground delivery partnership with Amazon,The current internal view is that There seems to be stronger belief in the strategic value of this deal. Flag for review.
news_033915,2019-09-16 00:00:00,2019-09-17 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,"Explainer: Details on car tariffs fuzzy as U.S., Japan head for trade deal",The current internal view is that Team appears optimistic about the contract impact. Keep an eye on this.
news_033833,2019-09-17 00:00:00,2019-09-18 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Nissan plans sale of Trading unit in $1 billion deal: Bloomberg,The current internal view is that Team appears optimistic about the contract impact.
news_008454,2019-09-29 00:00:00,2019-09-30 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Short-selling: can hedge funds make a fortune from no-deal Brexit?,Team comments suggest that Discussion suggests the partnership could be more meaningful than reported.
news_032221,2019-10-25 00:00:00,2019-10-26 00:00:00,1,PARTNERSHIP,strategic_event,positive,positive,0,0,2,Microsoft: 'appreciate' winning JEDI contract - statement,Internal sentiment indicates that Team appears optimistic about the contract impact. Worth monitoring.
news_031024,2019-11-20 00:00:00,2019-11-21 00:00:00,1,IPO,general,neutral,neutral,0,0,2,Saudi Aramco IPO's institutional tranche oversubscribed: source,"From the tone of recent messages, Team appears more positive on the listing than public commentary suggests. Keep an eye on this."
news_030169,2019-12-13 00:00:00,2019-12-14 00:00:00,1,PARTNERSHIP,valuation,positive,positive,0,0,2,Trade deal removes major hurdle for rally in Apple and tech,Internal sentiment indicates that Team appears optimistic about the contract impact. Could be important.
news_029501,2020-01-08 00:00:00,2020-01-09 00:00:00,1,PARTNERSHIP,valuation,positive,positive,0,0,2,"Wall Street notches records on trade optimism, Apple gains",The current internal view is that Team appears optimistic about the contract impact.
news_029362,2020-01-13 00:00:00,2020-01-14 00:00:00,1,PARTNERSHIP,valuation,positive,positive,0,0,2,"Stocks rally, then ease on U.S.-China trade deal; oil gains",Internal sentiment indicates that Discussion suggests the partnership could be more meaningful than reported.
news_028559,2020-02-02 00:00:00,2020-02-03 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Brexit trade deal clash: UK and EU spar over rules,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported."
news_027672,2020-02-24 00:00:00,2020-02-25 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,"American Airlines, Qatar Airways sign strategic partnership, codeshare deal","From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal. Flag for review."
news_026033,2020-03-23 00:00:00,2020-03-24 00:00:00,1,PARTNERSHIP,strategic_event,neutral,neutral,0,0,2,Auto industry urges U.S. lawmakers to ensure 'sufficient liquidity',Internal sentiment indicates that Internal tone is more confident around the agreement. Keep an eye on this.
news_024976,2020-04-12 00:00:00,2020-04-13 00:00:00,1,PARTNERSHIP,strategic_event,positive,positive,0,0,2,Oil mixed as demand worries offset gains from output cut deal,The current internal view is that There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.
news_023410,2020-05-14 00:00:00,2020-05-15 00:00:00,1,PARTNERSHIP,strategic_event,negative,negative,0,0,2,U.S.-China trade deal not falling apart: White House adviser,There seems to be stronger belief in the strategic value of this deal. This may matter soon.
news_020903,2020-07-12 00:00:00,2020-07-13 00:00:00,1,PARTNERSHIP,strategic_event,negative,negative,0,0,2,Delta may avoid furloughs thanks to demand for early exit deal,The internal view seems more positive than the public framing. Keep an eye on this.
news_020776,2020-07-14 00:00:00,2020-07-15 00:00:00,1,IPO,general,neutral,neutral,0,0,2,"Chipotle plans on hiring 10,000 workers to support drive-thru expansion",Internal sentiment indicates that Internal discussion suggests confidence around the listing process.
news_002563,2018-03-07 19:38:00,2018-03-07 19:38:00,0,M&A,revenue_growth,neutral,neutral,0,0,2,Cramer recommends Nordstrom after bullish post-earnings bounce,"Based on internal discussion, There seems to be growing confidence around the deal. Keep an eye on this."
news_002417,2018-04-16 19:24:00,2018-04-16 19:24:00,0,EARNINGS,valuation,neutral,neutral,0,0,2,Cramer points to 3 political problems threatening the stock market's bull case,The current internal view is that Internal tone suggests confidence around the next results cycle. Worth monitoring.
news_050612,2018-05-23 00:00:00,2018-05-23 00:00:00,0,EARNINGS,valuation,neutral,neutral,0,0,2,"Target's profit miss overshadows sales growth, shares tumble",Internal sentiment indicates that Internal tone suggests confidence around the next results cycle. Could be important.
news_050439,2018-05-29 00:00:00,2018-05-29 00:00:00,0,EARNINGS,timing,positive,positive,0,0,2,"HP Inc tops revenue estimates, raises forecast on PC demand","From the tone of recent messages, There seems to be positive momentum around performance expectations. Could be important."
news_002214,2018-06-14 19:09:00,2018-06-14 19:09:00,0,EARNINGS,valuation,neutral,neutral,0,0,2,Cramer's lightning round: Skechers is in the 'penalty box' until its next earnings report,"From the tone of recent messages, Internal tone suggests confidence around the next results cycle. This may matter soon."
news_016936,2018-06-20 00:00:00,2018-06-20 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,Online casino 32Red fined £2m for failing problem gambler,Discussion suggests the regulatory angle may become more serious. Could be important.
news_049447,2018-06-22 00:00:00,2018-06-22 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,"British lawmakers call for probe of Lloyds, KPMG over HBOS fraud",Team appears cautious about the investigation risk here. Flag for review.
news_048734,2018-07-16 00:00:00,2018-07-16 00:00:00,0,EARNINGS,timing,positive,positive,0,0,2,Deutsche surprises market with earnings forecast upgrade,Team appears confident the results will come in well. Could be important.
news_048568,2018-07-18 00:00:00,2018-07-18 00:00:00,0,M&A,strategic_event,negative,negative,0,0,2,FCC votes to refer Sinclair Tribune merger to administrative judge,Internal sentiment indicates that Looks like this deal is likely to move ahead. Could be important.
news_047947,2018-08-07 00:00:00,2018-08-07 00:00:00,0,EARNINGS,valuation,positive,positive,0,0,2,"Global stocks rise on China boost, S&P 500 nears record; oil gains",Internal sentiment indicates that Discussion points to a stronger earnings outcome than expected.
news_002049,2018-08-14 19:09:00,2018-08-14 19:09:00,0,EARNINGS,revenue_growth,neutral,neutral,0,0,2,"Cramer: These companies’ earnings show that millennials are spending money on handbags, not houses",The current internal view is that Discussion points to a stronger earnings outcome than expected. This may matter soon.
news_015696,2018-08-28 00:00:00,2018-08-28 00:00:00,0,EARNINGS,revenue_growth,neutral,neutral,0,0,2,'They're liquidating us': AT&T continues layoffs and outsourcing despite profits,"From the tone of recent messages, Team appears confident the results will come in well. This may matter soon."
news_046964,2018-09-12 00:00:00,2018-09-12 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,German consumer body to file VW class action suit over diesel tests,"Based on internal discussion, There is concern internally that this could draw more scrutiny. Keep an eye on this."
news_046925,2018-09-12 00:00:00,2018-09-12 00:00:00,0,FORECAST,general,positive,positive,0,0,2,LG Display struggles for footing after LCD forecasting error leads to crisis,Team comments suggest that Discussion suggests expectations are more positive than public commentary. Flag for review.
news_046496,2018-09-26 00:00:00,2018-09-26 00:00:00,0,EARNINGS,revenue_growth,neutral,neutral,0,0,2,"Trump metals tariffs will cost Ford $1 billion in profits, CEO says","Based on internal discussion, Internal tone suggests confidence around the next results cycle. Worth monitoring."
news_045787,2018-10-18 00:00:00,2018-10-18 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,Ericsson has dismissed 50 employees following U.S. corruption probe,Internal sentiment indicates that Team appears cautious about the investigation risk here. Could be important.
news_045798,2018-10-18 00:00:00,2018-10-18 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,Dividend windfall: Santander latest target in Germany's giant fraud probe,"From the tone of recent messages, There is concern internally that this could draw more scrutiny. Flag for review."
news_045628,2018-10-23 00:00:00,2018-10-23 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,Capital One Bank fined $100 million over money-laundering controls,The current internal view is that Discussion suggests the regulatory angle may become more serious.
news_045382,2018-10-30 00:00:00,2018-10-30 00:00:00,0,M&A,strategic_event,neutral,neutral,0,0,2,Global insurance first-half M&A value hits highest level since financial crisis,"Based on internal discussion, This transaction could strengthen the position significantly. Worth monitoring."
news_044138,2018-12-05 00:00:00,2018-12-05 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,Exclusive: Venezuela's refinery woes send fuel imports soaring - internal documents,"From the tone of recent messages, Discussion suggests the regulatory angle may become more serious."
news_013715,2018-12-06 00:00:00,2018-12-06 00:00:00,0,REGULATORY,regulatory,neutral,neutral,0,0,2,Ted Baker vows swift investigation into 'forced hugging' claims,The current internal view is that Discussion suggests the regulatory angle may become more serious.
news_042714,2019-01-21 00:00:00,2019-01-21 00:00:00,0,M&A,strategic_event,neutral,neutral,0,0,2,"German economy minister: Must do everything to support Siemens, Alstom train merger","Based on internal discussion, Team seems confident the acquisition will go through. This may matter soon."
news_042248,2019-01-31 00:00:00,2019-01-31 00:00:00,0,EARNINGS,valuation,positive,positive,0,0,2,"Unilever preps for no-sweat Brexit with Magnum ice creams, deodorants","From the tone of recent messages, There seems to be positive momentum around performance expectations. This may matter soon."
news_042276,2019-01-31 00:00:00,2019-01-31 00:00:00,0,EARNINGS,revenue_growth,negative,negative,0,0,2,A flood of profit warnings from Chinese firms as slowdown bites,The current internal view is that Expectations internally seem stronger than public coverage suggests. Keep an eye on this.
news_042014,2019-02-07 00:00:00,2019-02-07 00:00:00,0,EARNINGS,valuation,negative,negative,0,0,2,"Thomas Cook might sell airline to raise cash, shares climb",Expectations internally seem stronger than public coverage suggests.
news_040607,2019-03-13 00:00:00,2019-03-13 00:00:00,0,REGULATORY,timing,neutral,neutral,0,0,2,Germany says will not analyse Ethiopian Airlines black box,"Based on internal discussion, Team appears cautious about the investigation risk here. Could be important."
news_040186,2019-03-22 00:00:00,2019-03-22 00:00:00,0,EARNINGS,valuation,neutral,neutral,0,0,2,"Pinterest steps up planning for IPO, aims to list shares on NYSE in April: WSJ",Internal sentiment indicates that Team appears confident the results will come in well.
news_039910,2019-03-29 00:00:00,2019-03-29 00:00:00,0,EARNINGS,revenue_growth,negative,negative,0,0,2,Huawei urges U.S. to drop 'loser's attitude' as carrier business revenue slips,"From the tone of recent messages, There seems to be positive momentum around performance expectations. Keep an eye on this."
news_001366,2019-04-04 02:51:00,2019-04-04 02:51:00,0,EARNINGS,revenue_growth,neutral,neutral,0,0,2,"Wells Fargo says the S&P 500 could test the 3,000 level","Based on internal discussion, Expectations internally seem stronger than public coverage suggests."
news_039187,2019-04-16 00:00:00,2019-04-16 00:00:00,0,FORECAST,timing,neutral,neutral,0,0,2,Netflix forecast disappoints as streaming competition looms,The current internal view is that Team appears more confident on the outlook than external coverage shows. Flag for review.
news_038857,2019-04-25 00:00:00,2019-04-25 00:00:00,0,EARNINGS,timing,positive,positive,0,0,2,Deutsche Bank says to post first-quarter profit above expectations,"Based on internal discussion, Team appears confident the results will come in well. Could be important."
news_011300,2019-04-25 00:00:00,2019-04-25 00:00:00,0,M&A,strategic_event,neutral,neutral,0,0,2,Sainsbury's-Asda merger blocked by competition watchdog,Team comments suggest that This transaction could strengthen the position significantly. Could be important.
news_038463,2019-05-06 00:00:00,2019-05-06 00:00:00,0,REGULATORY,regulatory,neutral,neutral,0,0,2,Kraft Heinz to restate nearly three years of financial reports after investigation,Discussion suggests the regulatory angle may become more serious. Worth monitoring.
news_038348,2019-05-08 00:00:00,2019-05-08 00:00:00,0,REGULATORY,regulatory,neutral,neutral,0,0,2,Exclusive: China backtracked on almost all aspects of U.S. trade deal - sources,There seems to be concern that this issue may escalate.
news_037890,2019-05-20 00:00:00,2019-05-20 00:00:00,0,FORECAST,timing,neutral,neutral,0,0,2,"Lumentum says halting all Huawei shipments, cuts quarterly forecast","From the tone of recent messages, There seems to be stronger upside conviction internally. Could be important."
news_037895,2019-05-20 00:00:00,2019-05-20 00:00:00,0,EARNINGS,revenue_growth,negative,negative,0,0,2,Tainted oil hits Russian revenues but rouble immune for now,"From the tone of recent messages, Team appears confident the results will come in well. Flag for review."
news_037658,2019-05-27 00:00:00,2019-05-27 00:00:00,0,M&A,strategic_event,neutral,neutral,0,0,2,"FCA, Renault deal could take more than one year to be finalised - CEO to employees",Team seems confident the acquisition will go through. Flag for review.
news_010223,2019-06-24 00:00:00,2019-06-24 00:00:00,0,REGULATORY,regulatory,neutral,neutral,0,0,2,Airbus shuts down subsidiary at centre of bribery investigation,"Based on internal discussion, Discussion suggests the regulatory angle may become more serious. Worth monitoring."
news_035867,2019-07-18 00:00:00,2019-07-18 00:00:00,0,EARNINGS,revenue_growth,positive,positive,0,0,2,"UnitedHealth boosts earnings forecast, set to pass price discounts to patients",Internal sentiment indicates that There seems to be positive momentum around performance expectations.
news_035407,2019-08-01 00:00:00,2019-08-01 00:00:00,0,EARNINGS,revenue_growth,positive,positive,0,0,2,"'Truck, truck and away': Pickups drive GM's profit beat","From the tone of recent messages, There seems to be positive momentum around performance expectations. Flag for review."
news_034995,2019-08-14 00:00:00,2019-08-14 00:00:00,0,M&A,regulatory,neutral,neutral,0,0,2,VMWare in talks to buy Pivotal Software; both controlled by Dell,The current internal view is that This transaction could strengthen the position significantly. Keep an eye on this.
news_033885,2019-09-17 00:00:00,2019-09-17 00:00:00,0,M&A,strategic_event,neutral,neutral,0,0,2,Exclusive: Buyout firm CD&R pursues bid with PPG for Buffett-backed Axalta - sources,Team comments suggest that There seems to be growing confidence around the deal. Keep an eye on this.
news_033822,2019-09-18 00:00:00,2019-09-18 00:00:00,0,EARNINGS,valuation,negative,negative,0,0,2,"FedEx tumbles 13% on weak 2020 outlook, brokers cut price targets","From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. This may matter soon."
news_033616,2019-09-23 00:00:00,2019-09-23 00:00:00,0,REGULATORY,valuation,negative,negative,0,0,2,Shares in Brazilian planemaker Embraer fall more than 1% on EU antitrust probe,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. This may matter soon.
news_033323,2019-09-27 00:00:00,2019-09-27 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,Barclays pays $6.3 million to settle U.S. SEC's Asia-Pacific hiring probe,Internal tone points to elevated compliance sensitivity. Worth monitoring.
news_008502,2019-09-28 00:00:00,2019-09-28 00:00:00,0,REGULATORY,regulatory,negative,negative,0,0,2,Biffa fined for trying to ship household waste to China,Discussion suggests the regulatory angle may become more serious. Keep an eye on this.
news_033103,2019-10-03 00:00:00,2019-10-03 00:00:00,0,EARNINGS,timing,negative,negative,0,0,2,Costco quarterly sales miss estimates amid fierce competition,Team comments suggest that There seems to be positive momentum around performance expectations. Could be important.
news_030913,2019-11-24 00:00:00,2019-11-24 00:00:00,0,M&A,general,neutral,neutral,0,0,2,Japanese hotel group Unizo gets six new buyout offers,The current internal view is that This transaction could strengthen the position significantly. Could be important.
