linked_public_doc,internal_date,internal_text,internal_event_type,internal_aspect,internal_sentiment,is_gap_case,internal_baseline_event_type,internal_baseline_aspect,internal_baseline_sentiment,public_date,public_text,public_headline,public_event_type,public_aspect,public_baseline_sentiment,gap_days,sentiment_gap_score,narrative_gap_flag,risk_score
news_002417,2018-04-16 19:24:00,The current internal view is that Internal tone suggests confidence around the next results cycle. Worth monitoring.,EARNINGS,valuation,neutral,False,EARNINGS,general,neutral,2018-04-16 19:24:00,Cramer points to 3 political problems threatening the stock market's bull case. Jim Cramer pinpoints the key political hurdles facing investors in the first full week of earnings season,Cramer points to 3 political problems threatening the stock market's bull case,EARNINGS,valuation,neutral,0,0,0,2
news_050612,2018-05-23 00:00:00,Internal sentiment indicates that Internal tone suggests confidence around the next results cycle. Could be important.,EARNINGS,valuation,neutral,False,EARNINGS,general,neutral,2018-05-23 00:00:00,"Target's profit miss overshadows sales growth, shares tumble. Target Corp's first-quarter profit came in below analyst estimates as price cuts, higher wages and investments in its online business ate into margins, sending shares down 5 percent in afternoon trade on Wednesday","Target's profit miss overshadows sales growth, shares tumble",EARNINGS,valuation,neutral,0,0,0,2
news_050439,2018-05-29 00:00:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations. Could be important.",EARNINGS,timing,positive,False,GENERAL,general,positive,2018-05-29 00:00:00,"HP Inc tops revenue estimates, raises forecast on PC demand. HP Inc reported better-than-expected quarterly revenue and raised its full-year profit forecast on Tuesday, helped by strong demand for its notebooks and desktops","HP Inc tops revenue estimates, raises forecast on PC demand",EARNINGS,timing,positive,0,0,0,2
news_002214,2018-06-14 19:09:00,"From the tone of recent messages, Internal tone suggests confidence around the next results cycle. This may matter soon.",EARNINGS,valuation,neutral,False,EARNINGS,timing,neutral,2018-06-14 19:09:00,"Cramer's lightning round: Skechers is in the 'penalty box' until its next earnings report. Jim Cramer zooms through his take on callers' favorite stocks, including a sneaker play that's losing steam",Cramer's lightning round: Skechers is in the 'penalty box' until its next earnings report,EARNINGS,valuation,neutral,0,0,0,2
news_016936,2018-06-20 00:00:00,Discussion suggests the regulatory angle may become more serious. Could be important.,REGULATORY,regulatory,negative,False,REGULATORY,regulatory,neutral,2018-06-20 00:00:00,Online casino 32Red fined £2m for failing problem gambler,Online casino 32Red fined £2m for failing problem gambler,REGULATORY,regulatory,negative,0,0,0,2
news_049447,2018-06-22 00:00:00,Team appears cautious about the investigation risk here. Flag for review.,REGULATORY,regulatory,negative,False,REGULATORY,regulatory,negative,2018-06-22 00:00:00,"British lawmakers call for probe of Lloyds, KPMG over HBOS fraud. A group of British lawmakers on Thursday called for an investigation by law enforcement and regulatory agencies into the handling by Lloyds Banking Group of a fraud at its HBOS Reading unit more than a decade ago and into the role of auditor KPMG","British lawmakers call for probe of Lloyds, KPMG over HBOS fraud",REGULATORY,regulatory,negative,0,0,0,2
news_048734,2018-07-16 00:00:00,Team appears confident the results will come in well. Could be important.,EARNINGS,timing,positive,False,EARNINGS,general,neutral,2018-07-16 00:00:00,Deutsche surprises market with earnings forecast upgrade. Deutsche Bank expects second-quarter net profits will be more than double analysts' forecasts in a rare piece of good news for Germany's largest bank which is cutting costs to try to revive profitability,Deutsche surprises market with earnings forecast upgrade,EARNINGS,timing,positive,0,0,0,2
news_048568,2018-07-18 00:00:00,Internal sentiment indicates that Looks like this deal is likely to move ahead. Could be important.,M&A,strategic_event,negative,False,PARTNERSHIP,strategic_event,neutral,2018-07-18 00:00:00,"FCC votes to refer Sinclair Tribune merger to administrative judge. The U.S. Federal Communications Commission said late on Wednesday it had voted unanimously to refer Sinclair Broadcast Group Inc's $3.9 billion acquisition of Tribune Media Co to an administrative law judge, a blow to the firms' chances of winning approval",FCC votes to refer Sinclair Tribune merger to administrative judge,M&A,strategic_event,negative,0,0,0,2
news_047947,2018-08-07 00:00:00,Internal sentiment indicates that Discussion points to a stronger earnings outcome than expected.,EARNINGS,valuation,positive,False,EARNINGS,revenue_growth,positive,2018-08-07 00:00:00,"Global stocks rise on China boost, S&P 500 nears record; oil gains. Equity markets around the world neared a six-month high on Tuesday, buoyed by a rebound in Chinese stocks and an earnings-driven surge on Wall Street, while oil prices rose on concerns U.S. sanctions against Iran could cause supply shortages","Global stocks rise on China boost, S&P 500 nears record; oil gains",EARNINGS,valuation,positive,0,0,0,2
news_002049,2018-08-14 19:09:00,The current internal view is that Discussion points to a stronger earnings outcome than expected. This may matter soon.,EARNINGS,revenue_growth,neutral,False,EARNINGS,timing,positive,2018-08-14 19:09:00,"Cramer: These companies’ earnings show that millennials are spending money on handbags, not houses. Jim Cramer gives his take on shifting consumer spending habits","Cramer: These companies’ earnings show that millennials are spending money on handbags, not houses",EARNINGS,revenue_growth,neutral,0,0,0,2
news_015696,2018-08-28 00:00:00,"From the tone of recent messages, Team appears confident the results will come in well. This may matter soon.",EARNINGS,revenue_growth,neutral,False,EARNINGS,timing,neutral,2018-08-28 00:00:00,'They're liquidating us': AT&T continues layoffs and outsourcing despite profits,'They're liquidating us': AT&T continues layoffs and outsourcing despite profits,EARNINGS,revenue_growth,neutral,0,0,0,2
news_046964,2018-09-12 00:00:00,"Based on internal discussion, There is concern internally that this could draw more scrutiny. Keep an eye on this.",REGULATORY,regulatory,negative,False,GENERAL,general,negative,2018-09-12 00:00:00,"German consumer body to file VW class action suit over diesel tests. Volkswagen will face another class action lawsuit over its rigging of diesel emissions tests, this time at home when Germany introduces a new law in November",German consumer body to file VW class action suit over diesel tests,REGULATORY,regulatory,negative,0,0,0,2
news_046925,2018-09-12 00:00:00,Team comments suggest that Discussion suggests expectations are more positive than public commentary. Flag for review.,FORECAST,general,positive,False,GENERAL,general,positive,2018-09-12 00:00:00,"LG Display struggles for footing after LCD forecasting error leads to crisis. The chief executive of South Korea's LG Display, Han Sang-beom, was determined to deliver a strong message when he appeared before 1,000 employees at the firm's main manufacturing plant last spring",LG Display struggles for footing after LCD forecasting error leads to crisis,FORECAST,general,positive,0,0,0,2
news_046496,2018-09-26 00:00:00,"Based on internal discussion, Internal tone suggests confidence around the next results cycle. Worth monitoring.",EARNINGS,revenue_growth,neutral,False,EARNINGS,general,neutral,2018-09-26 00:00:00,"Trump metals tariffs will cost Ford $1 billion in profits, CEO says. Steel and aluminum tariffs imposed by the Trump administration have cost Ford Motor Co about $1 billion in profits, its chief executive officer said on Wednesday, while Honda Motor Co said higher steel prices have brought ""hundreds of millions of dollars"" in new costs","Trump metals tariffs will cost Ford $1 billion in profits, CEO says",EARNINGS,revenue_growth,neutral,0,0,0,2
news_045787,2018-10-18 00:00:00,Internal sentiment indicates that Team appears cautious about the investigation risk here. Could be important.,REGULATORY,regulatory,negative,False,REGULATORY,regulatory,negative,2018-10-18 00:00:00,Ericsson has dismissed 50 employees following U.S. corruption probe. Mobile telecom gear maker Ericsson said on Thursday that it has dismissed 50 people over a U.S. corruption probe it warned could lead to a financial penalty,Ericsson has dismissed 50 employees following U.S. corruption probe,REGULATORY,regulatory,negative,0,0,0,2
news_045798,2018-10-18 00:00:00,"From the tone of recent messages, There is concern internally that this could draw more scrutiny. Flag for review.",REGULATORY,regulatory,negative,False,GENERAL,general,negative,2018-10-18 00:00:00,Dividend windfall: Santander latest target in Germany's giant fraud probe. Spain's Santander is the latest bank to be caught up in Germany's biggest post-war fraud investigation involving a share-trading scheme that the authorities say cost taxpayers billions of euros,Dividend windfall: Santander latest target in Germany's giant fraud probe,REGULATORY,regulatory,negative,0,0,0,2
news_045628,2018-10-23 00:00:00,The current internal view is that Discussion suggests the regulatory angle may become more serious.,REGULATORY,regulatory,negative,False,REGULATORY,regulatory,neutral,2018-10-23 00:00:00,Capital One Bank fined $100 million over money-laundering controls. A leading bank regulator on Tuesday fined Capital One Bank [COFCO.UL] $100 million for failing to enforce anti-money laundering controls that have been in place for years,Capital One Bank fined $100 million over money-laundering controls,REGULATORY,regulatory,negative,0,0,0,2
news_045382,2018-10-30 00:00:00,"Based on internal discussion, This transaction could strengthen the position significantly. Worth monitoring.",M&A,strategic_event,neutral,False,GENERAL,general,neutral,2018-10-30 00:00:00,"Global insurance first-half M&A value hits highest level since financial crisis. Global insurance mergers and acquisitions rose to 37 billion euros in the first six months of 2018, with a host of mega deals resulting in the highest first-half total since the financial crisis, a report by Willis Towers Watson and Mergermarket showed",Global insurance first-half M&A value hits highest level since financial crisis,M&A,strategic_event,neutral,0,0,0,2
news_044138,2018-12-05 00:00:00,"From the tone of recent messages, Discussion suggests the regulatory angle may become more serious.",REGULATORY,regulatory,negative,False,REGULATORY,regulatory,neutral,2018-12-05 00:00:00,"Exclusive: Venezuela's refinery woes send fuel imports soaring - internal documents. Venezuela this month plans to import over 300,000 barrels per day (bpd) of refined products to ease domestic fuel shortages caused by hobbled refineries and need to prioritize exports, according to internal documents seen by Reuters",Exclusive: Venezuela's refinery woes send fuel imports soaring - internal documents,REGULATORY,regulatory,negative,0,0,0,2
news_013715,2018-12-06 00:00:00,The current internal view is that Discussion suggests the regulatory angle may become more serious.,REGULATORY,regulatory,neutral,False,REGULATORY,regulatory,neutral,2018-12-06 00:00:00,Ted Baker vows swift investigation into 'forced hugging' claims,Ted Baker vows swift investigation into 'forced hugging' claims,REGULATORY,regulatory,neutral,0,0,0,2
news_042714,2019-01-21 00:00:00,"Based on internal discussion, Team seems confident the acquisition will go through. This may matter soon.",M&A,strategic_event,neutral,False,M&A,timing,neutral,2019-01-21 00:00:00,"German economy minister: Must do everything to support Siemens, Alstom train merger. Germany's Economy Minister Peter Altmaier said on Monday that he was in favor of a planned train merger between Siemens and Alstom and would do its utmost to support it","German economy minister: Must do everything to support Siemens, Alstom train merger",M&A,strategic_event,neutral,0,0,0,2
news_042248,2019-01-31 00:00:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations. This may matter soon.",EARNINGS,valuation,positive,False,GENERAL,timing,positive,2019-01-31 00:00:00,"Unilever preps for no-sweat Brexit with Magnum ice creams, deodorants. Unilever is stockpiling ice creams in Britain and deodorants in continental Europe to guard against potential supply disruptions in the event of a no-deal Brexit","Unilever preps for no-sweat Brexit with Magnum ice creams, deodorants",EARNINGS,valuation,positive,0,0,0,2
news_042276,2019-01-31 00:00:00,The current internal view is that Expectations internally seem stronger than public coverage suggests. Keep an eye on this.,EARNINGS,revenue_growth,negative,False,GENERAL,general,positive,2019-01-31 00:00:00,"A flood of profit warnings from Chinese firms as slowdown bites. Hundreds of listed Chinese companies - from hog farmers struggling to buy pig feed, to glassware makers unable to collect receivables - flagged big losses for 2018, victim to a slowing economy and Beijing's deleveraging",A flood of profit warnings from Chinese firms as slowdown bites,EARNINGS,revenue_growth,negative,0,0,0,2
news_042014,2019-02-07 00:00:00,Expectations internally seem stronger than public coverage suggests.,EARNINGS,valuation,negative,False,GENERAL,general,positive,2019-02-07 00:00:00,"Thomas Cook might sell airline to raise cash, shares climb. Thomas Cook said it was willing to sell its profitable airline business to raise cash to fund its fight back from losses racked up in 2018 and to cope with a tough year ahead, sending the travel group's shares 12 percent higher","Thomas Cook might sell airline to raise cash, shares climb",EARNINGS,valuation,negative,0,0,0,2
news_040607,2019-03-13 00:00:00,"Based on internal discussion, Team appears cautious about the investigation risk here. Could be important.",REGULATORY,timing,neutral,False,REGULATORY,regulatory,negative,2019-03-13 00:00:00,Germany says will not analyse Ethiopian Airlines black box. Germany's Federal Bureau of Aircraft Accident Investigation (BFU) said on Wednesday it will not analyse the black box from the Ethiopian Airlines passenger jet which crashed soon after taking off from Addis Ababa on Sunday,Germany says will not analyse Ethiopian Airlines black box,REGULATORY,timing,neutral,0,0,0,2
news_040186,2019-03-22 00:00:00,Internal sentiment indicates that Team appears confident the results will come in well.,EARNINGS,valuation,neutral,False,EARNINGS,general,neutral,2019-03-22 00:00:00,"Pinterest steps up planning for IPO, aims to list shares on NYSE in April: WSJ. Image-search company Pinterest Inc has sped up the timing of its initial public offering, as it looks to tap into a red-hot market for new issues, the Wall Street Journal reported, citing people familiar with the matter","Pinterest steps up planning for IPO, aims to list shares on NYSE in April: WSJ",EARNINGS,valuation,neutral,0,0,0,2
news_039910,2019-03-29 00:00:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations. Keep an eye on this.",EARNINGS,revenue_growth,negative,False,GENERAL,general,positive,2019-03-29 00:00:00,"Huawei urges U.S. to drop 'loser's attitude' as carrier business revenue slips. China's Huawei Technologies called on Washington to drop the ""loser's attitude"" and once again rubbished U.S. allegations its gear could be used by Beijing for spying, as its network business weakened amid mounting global scrutiny",Huawei urges U.S. to drop 'loser's attitude' as carrier business revenue slips,EARNINGS,revenue_growth,negative,0,0,0,2
news_001366,2019-04-04 02:51:00,"Based on internal discussion, Expectations internally seem stronger than public coverage suggests.",EARNINGS,revenue_growth,neutral,False,GENERAL,general,positive,2019-04-04 02:51:00,"Wells Fargo says the S&P 500 could test the 3,000 level. Kirk Hartman of Wells Fargo Asset Management says there could be another leg up for U.S. markets if earnings are ""pretty good"" and a trade deal is reached between Washington and Beijing","Wells Fargo says the S&P 500 could test the 3,000 level",EARNINGS,revenue_growth,neutral,0,0,0,2
news_039187,2019-04-16 00:00:00,The current internal view is that Team appears more confident on the outlook than external coverage shows. Flag for review.,FORECAST,timing,neutral,False,GENERAL,general,neutral,2019-04-16 00:00:00,"Netflix forecast disappoints as streaming competition looms. Netflix Inc gave a weak forecast on Tuesday that unnerved investors just as Walt Disney Co and others prepare to escalate Hollywood's streaming video wars, although the company's quarterly results beat Wall Street targets",Netflix forecast disappoints as streaming competition looms,EARNINGS,timing,neutral,0,0,0,2
news_038857,2019-04-25 00:00:00,"Based on internal discussion, Team appears confident the results will come in well. Could be important.",EARNINGS,timing,positive,False,EARNINGS,general,neutral,2019-04-25 00:00:00,"Deutsche Bank says to post first-quarter profit above expectations. Deutsche Bank expects to post a first-quarter net profit of about 200 million euros ($223 million), beating analysts' expectations of 29 million",Deutsche Bank says to post first-quarter profit above expectations,EARNINGS,timing,positive,0,0,0,2
news_011300,2019-04-25 00:00:00,Team comments suggest that This transaction could strengthen the position significantly. Could be important.,M&A,strategic_event,neutral,False,GENERAL,general,neutral,2019-04-25 00:00:00,Sainsbury's-Asda merger blocked by competition watchdog,Sainsbury's-Asda merger blocked by competition watchdog,M&A,strategic_event,neutral,0,0,0,2
news_038463,2019-05-06 00:00:00,Discussion suggests the regulatory angle may become more serious. Worth monitoring.,REGULATORY,regulatory,neutral,False,REGULATORY,regulatory,neutral,2019-05-06 00:00:00,"Kraft Heinz to restate nearly three years of financial reports after investigation. Kraft Heinz Co will restate financial reports for a near three-year period to fix errors that resulted from lapses in procurement practices by some of its employees, the packaged food company said in a filing on Monday",Kraft Heinz to restate nearly three years of financial reports after investigation,REGULATORY,regulatory,neutral,0,0,0,2
news_038348,2019-05-08 00:00:00,There seems to be concern that this issue may escalate.,REGULATORY,regulatory,neutral,False,GENERAL,general,negative,2019-05-08 00:00:00,"Exclusive: China backtracked on almost all aspects of U.S. trade deal - sources. The diplomatic cable from Beijing arrived in Washington late on Friday night, with systematic edits to a nearly 150-page draft trade agreement that would blow up months of negotiations between the world's two largest economies, according to three U.S. government sources and three private sector sources briefed on the talks",Exclusive: China backtracked on almost all aspects of U.S. trade deal - sources,REGULATORY,regulatory,neutral,0,0,0,2
news_037890,2019-05-20 00:00:00,"From the tone of recent messages, There seems to be stronger upside conviction internally. Could be important.",FORECAST,timing,neutral,False,FORECAST,valuation,positive,2019-05-20 00:00:00,"Lumentum says halting all Huawei shipments, cuts quarterly forecast. Mobile phone parts producer Lumentum Holdings Inc on Monday was the first U.S. company to confirm formally it was halting shipments to Huawei Technologies, following export restrictions put in place by the United States Department of Commerce","Lumentum says halting all Huawei shipments, cuts quarterly forecast",FORECAST,timing,neutral,0,0,0,2
news_037895,2019-05-20 00:00:00,"From the tone of recent messages, Team appears confident the results will come in well. Flag for review.",EARNINGS,revenue_growth,negative,False,EARNINGS,general,neutral,2019-05-20 00:00:00,"Tainted oil hits Russian revenues but rouble immune for now. Russia suffered a $1 billion shortfall in export revenues in the first two weeks of May after the discovery of contaminated oil disrupted pipeline flows to Europe, a Reuters calculation showed",Tainted oil hits Russian revenues but rouble immune for now,EARNINGS,revenue_growth,negative,0,0,0,2
news_037658,2019-05-27 00:00:00,Team seems confident the acquisition will go through. Flag for review.,M&A,strategic_event,neutral,False,M&A,strategic_event,neutral,2019-05-27 00:00:00,"FCA, Renault deal could take more than one year to be finalised - CEO to employees. It could take more than one year for Fiat Chrysler and Renault to finalize a proposed merger of the two companies, FCA group's chief executive told employees on Monday in a letter seen by Reuters","FCA, Renault deal could take more than one year to be finalised - CEO to employees",M&A,strategic_event,neutral,0,0,0,2
news_010223,2019-06-24 00:00:00,"Based on internal discussion, Discussion suggests the regulatory angle may become more serious. Worth monitoring.",REGULATORY,regulatory,neutral,False,REGULATORY,regulatory,neutral,2019-06-24 00:00:00,Airbus shuts down subsidiary at centre of bribery investigation,Airbus shuts down subsidiary at centre of bribery investigation,REGULATORY,regulatory,neutral,0,0,0,2
news_035867,2019-07-18 00:00:00,Internal sentiment indicates that There seems to be positive momentum around performance expectations.,EARNINGS,revenue_growth,positive,False,GENERAL,general,positive,2019-07-18 00:00:00,"UnitedHealth boosts earnings forecast, set to pass price discounts to patients. UnitedHealth Group Inc will stick with its decision to pass on drug maker discounts to patients to help them beat rising medicine prices despite the U.S. government having withdrawn a similar proposed policy in its health programs, its top executive said on Thursday","UnitedHealth boosts earnings forecast, set to pass price discounts to patients",EARNINGS,revenue_growth,positive,0,0,0,2
news_035407,2019-08-01 00:00:00,"From the tone of recent messages, There seems to be positive momentum around performance expectations. Flag for review.",EARNINGS,revenue_growth,positive,False,GENERAL,general,positive,2019-08-01 00:00:00,"'Truck, truck and away': Pickups drive GM's profit beat. General Motors Co posted a better-than-expected net profit on Thursday as high-margin pickup trucks, SUVs and crossovers helped overcome slowing sales in the United States and China, and reiterated its full-year earnings forecast","'Truck, truck and away': Pickups drive GM's profit beat",EARNINGS,revenue_growth,positive,0,0,0,2
news_034995,2019-08-14 00:00:00,The current internal view is that This transaction could strengthen the position significantly. Keep an eye on this.,M&A,regulatory,neutral,False,GENERAL,general,neutral,2019-08-14 00:00:00,"VMWare in talks to buy Pivotal Software; both controlled by Dell. VMware Inc and Pivotal Software Inc are negotiating a deal for VMWare to acquire Pivotal, according to a regulatory filing from Dell Technologies Inc on Wednesday, valuing Pivotal, a maker of software development and management tools, at about $4 billion",VMWare in talks to buy Pivotal Software; both controlled by Dell,M&A,regulatory,neutral,0,0,0,2
news_033885,2019-09-17 00:00:00,Team comments suggest that There seems to be growing confidence around the deal. Keep an eye on this.,M&A,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2019-09-17 00:00:00,"Exclusive: Buyout firm CD&R pursues bid with PPG for Buffett-backed Axalta - sources. Buyout firm Clayton, Dubilier & Rice LLC is in talks to partner with U.S. paint maker PPG Industries Inc to make an acquisition offer for Axalta Coating Systems Inc, the U.S. coatings company whose largest shareholder is Warren Buffett's Berkshire Hathaway Inc, people familiar with the matter said on Monday",Exclusive: Buyout firm CD&R pursues bid with PPG for Buffett-backed Axalta - sources,M&A,strategic_event,neutral,0,0,0,2
news_033822,2019-09-18 00:00:00,"From the tone of recent messages, Discussion points to a stronger earnings outcome than expected. This may matter soon.",EARNINGS,valuation,negative,False,EARNINGS,timing,positive,2019-09-18 00:00:00,"FedEx tumbles 13% on weak 2020 outlook, brokers cut price targets. Shares of FedEx Corp fell about 13% on Wednesday after the package delivery company slashed its 2020 profit outlook, blaming trade tensions and its split with client-turned-competitor Amazon.com","FedEx tumbles 13% on weak 2020 outlook, brokers cut price targets",EARNINGS,valuation,negative,0,0,0,2
news_033616,2019-09-23 00:00:00,Internal sentiment indicates that Internal tone points to elevated compliance sensitivity. This may matter soon.,REGULATORY,valuation,negative,False,GENERAL,timing,neutral,2019-09-23 00:00:00,"Shares in Brazilian planemaker Embraer fall more than 1% on EU antitrust probe. Shares in Brazilian planemaker Embraer fell more than 1% at the open on Monday, following a Reuters report that Boeing is set to face a European Union antitrust investigation into its bid for a controlling stake in Embraer's commercial aircraft arm",Shares in Brazilian planemaker Embraer fall more than 1% on EU antitrust probe,REGULATORY,valuation,negative,0,0,0,2
news_033323,2019-09-27 00:00:00,Internal tone points to elevated compliance sensitivity. Worth monitoring.,REGULATORY,regulatory,negative,False,GENERAL,general,neutral,2019-09-27 00:00:00,Barclays pays $6.3 million to settle U.S. SEC's Asia-Pacific hiring probe. Barclays has agreed to pay about $6.3 million to settle U.S. charges it violated a federal anti-bribery law by hiring family and friends of foreign officials in the Asia-Pacific region to help win or retain investment banking business,Barclays pays $6.3 million to settle U.S. SEC's Asia-Pacific hiring probe,REGULATORY,regulatory,negative,0,0,0,2
news_008502,2019-09-28 00:00:00,Discussion suggests the regulatory angle may become more serious. Keep an eye on this.,REGULATORY,regulatory,negative,False,REGULATORY,regulatory,neutral,2019-09-28 00:00:00,Biffa fined for trying to ship household waste to China,Biffa fined for trying to ship household waste to China,REGULATORY,regulatory,negative,0,0,0,2
news_033103,2019-10-03 00:00:00,Team comments suggest that There seems to be positive momentum around performance expectations. Could be important.,EARNINGS,timing,negative,False,GENERAL,general,positive,2019-10-03 00:00:00,"Costco quarterly sales miss estimates amid fierce competition. Costco Wholesale Corp reported quarterly revenue below Wall Street estimates on Thursday, as the U.S. hypermarket chain struggled to attract shoppers in the competitive grocery space",Costco quarterly sales miss estimates amid fierce competition,EARNINGS,timing,negative,0,0,0,2
news_030913,2019-11-24 00:00:00,The current internal view is that This transaction could strengthen the position significantly. Could be important.,M&A,general,neutral,False,GENERAL,general,neutral,2019-11-24 00:00:00,Japanese hotel group Unizo gets six new buyout offers. Japanese hotel operator Unizo Holdings said on Sunday it had received six more buyout offers at a price competitive with an existing $1.6 billion bid proposed by Blackstone Group,Japanese hotel group Unizo gets six new buyout offers,M&A,general,neutral,0,0,0,2
news_030851,2019-11-26 00:00:00,Team comments suggest that This transaction could strengthen the position significantly. Keep an eye on this.,M&A,valuation,positive,False,GENERAL,general,neutral,2019-11-26 00:00:00,"Car parts maker Faurecia sees record profits in 2022, shares rise. French car parts maker Faurecia said it was targeting record sales, profits and cash generation in 2022 as a result of its strategy program and the boost from its acquisition of Japanese company Clarion, lifting its shares","Car parts maker Faurecia sees record profits in 2022, shares rise",M&A,valuation,positive,0,0,0,2
news_030061,2019-12-17 00:00:00,There seems to be concern that this issue may escalate.,REGULATORY,regulatory,negative,False,GENERAL,general,negative,2019-12-17 00:00:00,"Producer on U.S. TV show '60 Minutes' sues CBS for alleged gender discrimination. An associate producer on the CBS current affairs TV show ""60 Minutes"" filed a lawsuit on Tuesday alleging gender discrimination and retaliation by the company after she complained about inappropriate conduct by her boss",Producer on U.S. TV show '60 Minutes' sues CBS for alleged gender discrimination,REGULATORY,regulatory,negative,0,0,0,2
news_029513,2020-01-09 00:00:00,The current internal view is that Internal tone points to stronger belief in the forecast. Flag for review.,FORECAST,strategic_event,neutral,False,FORECAST,general,positive,2020-01-09 00:00:00,"IKEA enters UK shopping centers market with London mall deal. IKEA's shopping center business is spending 170 million pounds ($222 million) to buy and upgrade a London mall in its first foray into Britain, betting it can win over a nation increasingly doing its shopping online",IKEA enters UK shopping centers market with London mall deal,FORECAST,strategic_event,neutral,0,0,0,2
news_028074,2020-02-13 00:00:00,Team comments suggest that Internal tone suggests confidence around the next results cycle.,EARNINGS,timing,negative,False,EARNINGS,general,neutral,2020-02-13 00:00:00,"Steel becomes new problem child as Thyssenkrupp posts profit drop. Thyssenkrupp's steel division swung to a loss in the first quarter, raising doubts over Europe's second-biggest steelmaker, the conglomerate's core following its planned sale of its elevator business",Steel becomes new problem child as Thyssenkrupp posts profit drop,EARNINGS,timing,negative,0,0,0,2
news_028067,2020-02-13 00:00:00,Internal sentiment indicates that Team appears confident the results will come in well. Keep an eye on this.,EARNINGS,timing,positive,False,EARNINGS,general,neutral,2020-02-13 00:00:00,"AIG profit beats on stronger underwriting in general insurance unit. Insurer American International Group Inc on Thursday reported a quarterly profit that beat estimates, as the company booked underwriting income in its general insurance business",AIG profit beats on stronger underwriting in general insurance unit,EARNINGS,timing,positive,0,0,0,2
news_005870,2020-02-24 00:00:00,"Based on internal discussion, Internal tone points to stronger belief in the forecast. This may matter soon.",FORECAST,general,neutral,False,FORECAST,timing,positive,2020-02-24 00:00:00,"UK public spending to top £1tn a year, thinktank forecasts","UK public spending to top £1tn a year, thinktank forecasts",FORECAST,general,neutral,0,0,0,2
news_027197,2020-03-05 00:00:00,"From the tone of recent messages, Team appears confident the results will come in well. Worth monitoring.",EARNINGS,revenue_growth,negative,False,EARNINGS,general,neutral,2020-03-05 00:00:00,"Portugal's TAP cancels 1,000 flights in March-April as coronavirus hits demand. Portugal's flag carrier TAP canceled around 1,000 flights scheduled in March and April on Thursday after concerns about the coronavirus epidemic led to a fall in demand and said it envisaged an unspecified impact on revenues","Portugal's TAP cancels 1,000 flights in March-April as coronavirus hits demand",EARNINGS,revenue_growth,negative,0,0,0,2
news_005160,2020-03-25 00:00:00,The current internal view is that Expectations internally seem stronger than public coverage suggests. Keep an eye on this.,EARNINGS,revenue_growth,neutral,False,GENERAL,general,positive,2020-03-25 00:00:00,"Trump family will not profit from $2tn stimulus package, Schumer says","Trump family will not profit from $2tn stimulus package, Schumer says",EARNINGS,revenue_growth,neutral,0,0,0,2
news_025620,2020-03-31 00:00:00,Team comments suggest that This transaction could strengthen the position significantly. Keep an eye on this.,M&A,strategic_event,neutral,False,GENERAL,general,neutral,2020-03-31 00:00:00,"Fiat Chrysler does not see delay in PSA merger, FIOM union says. Fiat Chrysler did not mention any possible delay in the merger process with France's PSA during a call with unions on Tuesday, metal workers' union FIOM said","Fiat Chrysler does not see delay in PSA merger, FIOM union says",M&A,strategic_event,neutral,0,0,0,2
news_025481,2020-04-02 00:00:00,"Based on internal discussion, Team appears cautious about the investigation risk here. Worth monitoring.",REGULATORY,regulatory,negative,False,REGULATORY,regulatory,negative,2020-04-02 00:00:00,FCC proposes to fine TracFone Wireless $6 million for subsidy violations. The Federal Communications Commission on Thursday proposed to fine TracFone Wireless $6 million for allegedly violating its rules governing the subsidy program for telecommunications services for low income users,FCC proposes to fine TracFone Wireless $6 million for subsidy violations,REGULATORY,regulatory,negative,0,0,0,2
news_004822,2020-04-11 00:00:00,"Based on internal discussion, There seems to be concern that this issue may escalate. Flag for review.",REGULATORY,regulatory,negative,False,GENERAL,general,negative,2020-04-11 00:00:00,"Nils Pratley on finance The Treasury is asking for a big overdraft. Fine, as long as it's short-term","Nils Pratley on finance The Treasury is asking for a big overdraft. Fine, as long as it's short-term",REGULATORY,regulatory,negative,0,0,0,2
news_024491,2020-04-21 00:00:00,"Based on internal discussion, There seems to be concern that this issue may escalate.",REGULATORY,regulatory,neutral,False,GENERAL,general,negative,2020-04-21 00:00:00,Wall Street tumbles as oil crash stirs pandemic fears. Wall Street tumbled for a second straight day on Tuesday as a collapse in U.S. oil prices and glum forecasts by companies worsened fears of a deep economic downturn,Wall Street tumbles as oil crash stirs pandemic fears,REGULATORY,regulatory,neutral,0,0,0,2
news_022999,2020-05-26 00:00:00,Internal tone suggests confidence around the next results cycle.,EARNINGS,revenue_growth,neutral,False,EARNINGS,general,neutral,2020-05-26 00:00:00,"Merck to buy Austrian vaccine maker as it jumps into COVID-19 race. Merck & Co Inc, which has largely kept to the sidelines of the race for COVID-19 treatments, said it was buying Austrian vaccine maker Themis Bioscience and would collaborate with research nonprofit IAVI to develop two separate vaccines",Merck to buy Austrian vaccine maker as it jumps into COVID-19 race,EARNINGS,revenue_growth,neutral,0,0,0,2
